year,state,state_abb,county,fips,D_win_margin
2000,Alaska,AK,District 32,2032,-46.22907342947125
2000,Alaska,AK,District 33,2033,-46.361340679522506
2000,Alaska,AK,District 34,2034,-55.11601901034387
2000,Alaska,AK,District 35,2035,-48.10404261986838
2000,Alaska,AK,District 36,2036,-19.04249596557289
2000,Alaska,AK,District 37,2037,-17.979315831344465
2000,Alaska,AK,District 38,2038,-9.083601286173632
2000,Alaska,AK,District 39,2039,-0.7517347725520409
2000,Alaska,AK,District 4,2004,-18.04934168477567
2000,Alaska,AK,District 40,2040,-25.015499070055796
2000,Alaska,AK,District 5,2005,-25.073792139195273
2000,Alaska,AK,District 6,2006,-38.032786885245905
2000,Alaska,AK,District 7,2007,-34.2860435634436
2000,Alaska,AK,District 8,2008,-48.54600150413638
2000,Alaska,AK,District 9,2009,-52.73529411764706
2000,Alaska,NA,District 99,2099,0
2000,Arizona,AZ,Apache,4001,36.37952302631578
2000,Arizona,AZ,Cochise,4003,-14.50016545831955
2000,Arizona,AZ,Coconino,4005,6.648240099796986
2000,Arizona,AZ,Gila,4007,-8.22056833558863
2000,Arizona,AZ,Graham,4009,-27.442052980132445
2000,Arizona,AZ,Greenlee,4011,-13.614864864864863
2000,Arizona,AZ,La Paz,4012,-17.26522418023645
2000,Arizona,AZ,Maricopa,4013,-10.345359149782801
2000,Arizona,AZ,Mohave,4015,-15.667973086246349
2000,Arizona,AZ,Navajo,4017,-2.354157553584919
2000,Arizona,AZ,Pima,4019,8.0340008343763
2000,Arizona,AZ,Pinal,4021,-1.143133930733839
2000,Arizona,AZ,Santa Cruz,4023,21.241425840548736
2000,Arizona,AZ,Yavapai,4025,-23.569502257137835
2000,Arizona,AZ,Yuma,4027,-12.749546279491838
2000,Arkansas,AR,Arkansas,5001,-7.470182046453232
2000,Arkansas,AR,Ashley,5003,4.558094547213152
2000,Arkansas,AR,Baxter,5005,-18.087143883169738
2000,Arkansas,AR,Benton,5007,-32.734966260299
2000,Arkansas,AR,Boone,5009,-29.893656032269888
2000,Arkansas,AR,Bradley,5011,8.2684091480271391
2000,Arkansas,AR,Calhoun,5013,-5.08009153318077
2000,Arkansas,AR,Carroll,5015,-20.448383733055273
2000,Arkansas,AR,Chicot,5017,28.21203953279425
2000,Arkansas,AR,Clark,5019,10.259680037097155
2000,Arkansas,AR,Clay,5021,21.576271186440678
2000,Arkansas,AR,Cleburne,5023,-15.773488782208283
2000,Arkansas,AR,Cleveland,5025,-8.299276956931784
2000,Arkansas,AR,Columbia,5027,-10.905769850650046
2000,Arkansas,AR,Conway,5029,-0.6773569256289704
2000,Arkansas,AR,Craighead,5031,0.8665580156616457
2000,Arkansas,AR,Crawford,5033,-25.622695035460993
2000,Arkansas,AR,Crittenden,5035,10.329454435544811
2000,Arkansas,AR,Cross,5037,1.0136765888978232
2000,Arkansas,AR,Dallas,5039,4.180451127819545
2000,Arkansas,AR,Desha,5041,26.095661846496114
2000,Arkansas,AR,Drew,5043,5.13340087808173
2000,Arkansas,AR,Faulkner,5045,-14.05052026286966
2000,Arkansas,AR,Franklin,5047,-9.820846905537465
2000,Arkansas,AR,Fulton,5049,-1.4605647517039912
2000,Arkansas,AR,Garland,5051,-9.066369834423263
2000,Arkansas,AR,Grant,5053,-12.472975220355899
2000,Arkansas,AR,Greene,5055,3.9090035245113697
2000,Arkansas,AR,Hempstead,5057,9.32912608039512
2000,Arkansas,AR,Hot Spring,5059,4.4167197887259775
2000,Arkansas,AR,Howard,5061,-5.898183449203863
2000,Arkansas,AR,Independence,5063,-8.616525789201312
2000,Arkansas,AR,Izard,5065,5.683624801271861
2000,Arkansas,AR,Jackson,5067,22.57905138339921
2000,Arkansas,AR,Jefferson,5069,32.90687842358737
2000,Arkansas,AR,Johnson,5071,-5.404273146208631
2000,Arkansas,AR,Lafayette,5073,7.921962754951217
2000,Arkansas,AR,Lawrence,5075,10.413907284768214
2000,Arkansas,AR,Lee,5077,33.38995389468575
2000,Arkansas,AR,Lincoln,5079,12.154540327129155
2000,Arkansas,AR,Little River,5081,11.40034201026031
2000,Arkansas,AR,Logan,5083,-14.871541501976282
2000,Arkansas,AR,Lonoke,5085,-20.92738115142395
2000,Arkansas,AR,Madison,5087,-23.66737739872068
2000,Arkansas,AR,Marion,5089,-19.434746467165418
2000,Arkansas,AR,Miller,5091,-7.260822117133493
2000,Arkansas,AR,Mississippi,5093,15.159701255363089
2000,Arkansas,AR,Monroe,5095,17.643486182812033
2000,Arkansas,AR,Montgomery,5097,-18.454132120887934
2000,Arkansas,AR,Nevada,5099,1.8994114499732504
2000,Arkansas,AR,Newton,5101,-33.7153043035396
2000,Arkansas,AR,Ouachita,5103,6.97450697450698
2000,Arkansas,AR,Perry,5105,-11.629648115797352
2000,Arkansas,AR,Phillips,5107,30.752711263824764
2000,Arkansas,AR,Pike,5109,-16.897506925207757
2000,Arkansas,AR,Poinsett,5111,15.397373876986869
2000,Arkansas,AR,Polk,5113,-31.76699569025441
2000,Arkansas,AR,Pope,5115,-24.834437086092713
2000,Arkansas,AR,Prairie,5117,-8.525805531793566
2000,Arkansas,AR,Pulaski,5119,9.794653600836796
2000,Arkansas,AR,Randolph,5121,5.887357495320742
2000,Arkansas,AR,Saline,5125,-18.267419962335218
2000,Arkansas,AR,Scott,5127,-23.988947500627987
2000,Arkansas,AR,Searcy,5129,-34.031542631838335
2000,Arkansas,AR,Sebastian,5131,-19.74152742847182
2000,Arkansas,AR,Sevier,5133,-0.37269974376892634
2000,Arkansas,AR,Sharp,5135,-6.483300589390964
2000,Arkansas,AR,St. Francis,5123,18.502824858757066
2000,Arkansas,AR,Stone,5137,-11.934156378600825
2000,Arkansas,AR,Union,5139,-15.286052918188226
2000,Arkansas,AR,Van Buren,5141,-4.052119129438722
2000,Arkansas,AR,Washington,5143,-13.226063468003659
2000,Arkansas,AR,White,5145,-21.79683972911964
2000,Arkansas,AR,Woodruff,5147,30.215013202565068
2000,Arkansas,AR,Yell,5149,-2.4849513813860113
2000,California,CA,Alameda,6001,45.23441545831176
2000,California,CA,Alpine,6003,-2.7303754266211584
2000,California,CA,Amador,6005,-18.494568028970512
2000,California,CA,Butte,6007,-17.01604137552107
2000,California,CA,Calaveras,6009,-18.573850392032213
2000,California,CA,Colusa,6011,-33.70304114490162
2000,California,CA,Contra Costa,6013,21.748305275795715
2000,California,CA,Del Norte,6015,-16.988184229563544
2000,California,CA,El Dorado,6017,-21.937728734612406
2000,California,CA,Fresno,6019,-10.090338940838187
2000,California,CA,Glenn,6021,-37.84869704970727
2000,California,CA,Humboldt,6023,2.9157435860787544
2000,California,CA,Imperial,6025,10.246397345958464
2000,California,CA,Inyo,6027,-26.37236084452975
2000,California,CA,Kern,6029,-24.497005068345878
2000,California,CA,Kings,6031,-18.831833421563438
2000,California,CA,Lake,6033,9.646732635403218
2000,California,CA,Lassen,6035,-38.7115057623276
2000,California,CA,Los Angeles,6037,31.114177520097186
2000,California,CA,Madera,6039,-25.851175325647553
2000,California,CA,Marin,6041,35.940887499492504
2000,California,CA,Mariposa,6043,-23.66856576665841
2000,California,CA,Mendocino,6045,12.676547515257191
2000,California,CA,Merced,6047,-6.696021262247605
2000,California,CA,Modoc,6049,-49.28171414657901
2000,California,CA,Mono,6051,-11.62205444978266
2000,California,CA,Monterey,6053,20.297956336038936
2000,California,CA,Napa,6055,14.430438481169283
2000,California,CA,Nevada,6057,-17.54038627603782
2000,California,CA,Orange,6059,-15.395945020367591
2000,California,CA,Placer,6061,-23.24807511099415
2000,California,CA,Plumas,6063,-27.737717527160846
2000,California,CA,Riverside,6065,-6.512356830781577
2000,California,CA,Sacramento,6067,3.979376665508049
2000,California,CA,San Benito,6069,12.572039688669719
2000,California,CA,San Bernardino,6071,-1.5405820709485525
2000,California,CA,San Diego,6073,-3.9712757945159467
2000,California,CA,San Francisco,6075,59.44037575128367
2000,California,CA,San Joaquin,6077,-1.194099462445962
2000,California,CA,San Luis Obispo,6079,-11.326524989438497
2000,California,CA,San Mateo,6081,33.33127729867887
2000,California,CA,Santa Barbara,6083,1.2376269567798417
2000,California,CA,Santa Clara,6085,26.223753897348985
2000,California,CA,Santa Cruz,6087,34.140286109829255
2000,California,CA,Shasta,6089,-34.79051454676606
2000,California,CA,Sierra,6091,-34.21765024363833
2000,California,CA,Siskiyou,6093,-29.643271608052874
2000,California,CA,Solano,6095,17.847952328538362
2000,California,CA,Sonoma,6097,27.291554571941965
2000,California,CA,Stanislaus,6099,-8.373159113411866
2000,California,CA,Sutter,6101,-33.631983135070016
2000,California,CA,Tehama,6103,-32.43022921262108
2000,California,CA,Trinity,6105,-24.28842504743833
2000,California,CA,Tulare,6107,-23.45186933576789
2000,California,CA,Tuolumne,6109,-16.07029965861677
2000,California,CA,Ventura,6111,-1.0311575849334318
2000,California,CA,Yolo,6113,17.400221368578677
2000,California,CA,Yuba,6115,-26.61375333291995
2000,Colorado,CO,Adams,8001,6.09260838927419
2000,Colorado,CO,Alamosa,8003,-7.103728573952999
2000,Colorado,CO,Arapahoe,8005,-7.978224931821295
2000,Colorado,CO,Archuleta,8007,-32.70281630937369
2000,Colorado,CO,Baca,8009,-49.69271290605794
2000,Colorado,CO,Bent,8011,-15.944982170147732
2000,Colorado,CO,Boulder,8013,13.686562674573494
2000,Colorado,CO,Chaffee,8015,-20.13140604467806
2000,Colorado,CO,Cheyenne,8017,-61.71617161716172
2000,Colorado,CO,Clear Creek,8019,-1.1982128350934218
2000,Colorado,CO,Conejos,8021,-0.6265322800326913
2000,Colorado,CO,Costilla,8023,33.373786407766985
2000,Colorado,CO,Crowley,8025,-23.806228373702425
2000,Colorado,CO,Custer,8027,-44.71814306016107
2000,Colorado,CO,Delta,8029,-40.264858899574335
2000,Colorado,CO,Denver,8031,30.990637619928705
2000,Colorado,CO,Dolores,8033,-39.50617283950617
2000,Colorado,CO,Douglas,8035,-33.55291388808349
2000,Colorado,CO,Eagle,8037,-2.587569133526465
2000,Colorado,CO,El Paso,8041,-33.122132727625946
2000,Colorado,CO,Elbert,8039,-42.66592303402119
2000,Colorado,CO,Fremont,8043,-28.780518186347784
2000,Colorado,CO,Garfield,8045,-17.633302151543504
2000,Colorado,CO,Gilpin,8047,3.772819472616632
2000,Colorado,CO,Grand,8049,-19.864630883047376
2000,Colorado,CO,Gunnison,8051,-0.9535655058043062
2000,Colorado,CO,Hinsdale,8053,-22.614840989399298
2000,Colorado,CO,Huerfano,8055,0.9136735979836175
2000,Colorado,CO,Jackson,8057,-55.027027027027025
2000,Colorado,CO,Jefferson,8059,-8.139589198737951
2000,Colorado,CO,Kiowa,8061,-53.40909090909092
2000,Colorado,CO,Kit Carson,8063,-50.11567379988433
2000,Colorado,CO,La Plata,8067,-10.390434358223523
2000,Colorado,CO,Lake,8065,9.1324200913242
2000,Colorado,CO,Larimer,8069,-13.813408471616448
2000,Colorado,CO,Las Animas,8071,11.060059074499513
2000,Colorado,CO,Lincoln,8073,-50.93224192814917
2000,Colorado,CO,Logan,8075,-39.95800395256918
2000,Colorado,CO,Mesa,8077,-33.162925529831156
2000,Colorado,CO,Mineral,8079,-25.92592592592593
2000,Colorado,CO,Moffat,8081,-49.03503841109237
2000,Colorado,CO,Montezuma,8083,-38.384484228473994
2000,Colorado,CO,Montrose,8085,-36.75694688709112
2000,Colorado,CO,Morgan,8087,-31.529228717492778
2000,Colorado,CO,Otero,8089,-15.303610503282279
2000,Colorado,CO,Ouray,8091,-25.705329153605017
2000,Colorado,CO,Park,8093,-19.26481620405101
2000,Colorado,CO,Phillips,8095,-45.45045045045045
2000,Colorado,CO,Pitkin,8097,20.153846153846146
2000,Colorado,CO,Prowers,8099,-36.80371352785146
2000,Colorado,CO,Pueblo,8101,11.235309383457533
2000,Colorado,CO,Rio Blanco,8103,-57.513134851138354
2000,Colorado,CO,Rio Grande,8105,-27.66502463054188
2000,Colorado,CO,Routt,8107,-2.739157501556342
2000,Colorado,CO,Saguache,8109,2.6492684855674185
2000,Colorado,CO,San Juan,8111,-13.990825688073393
2000,Colorado,CO,San Miguel,8113,17.05069124423963
2000,Colorado,CO,Sedgwick,8115,-37.835763622409814
2000,Colorado,CO,Summit,8117,7.291290205999275
2000,Colorado,CO,Teller,8119,-37.84909109373413
2000,Colorado,CO,Washington,8121,-57.300613496932506
2000,Colorado,CO,Weld,8123,-21.649804000557786
2000,Colorado,CO,Yuma,8125,-47.59063790729692
2000,Connecticut,CT,Fairfield,9001,9.211723815722308
2000,Connecticut,CT,Hartford,9003,25.492441968026647
2000,Connecticut,CT,Litchfield,9005,3.015869381025446
2000,Connecticut,CT,Middlesex,9007,18.11114124468895
2000,Connecticut,CT,New Haven,9009,21.99038988680705
2000,Connecticut,CT,New London,9011,17.665167159885286
2000,Connecticut,CT,Tolland,9013,14.113237639553425
2000,Connecticut,CT,Windham,9015,16.638991879535062
2000,Connecticut,NA,Statewide writein,NA,0
2000,Delaware,DE,Kent,10001,-2.675814040251204
2000,Delaware,DE,New Castle,10003,22.982699124392596
2000,Delaware,DE,Sussex,10005,-7.363434760963692
2000,District of Columbia,DC,District of Columbia,11001,76.20335423539085
2000,Florida,FL,Alachua,12001,15.445181910438706
2000,Florida,FL,Baker,12003,-39.465293107677226
2000,Florida,FL,Bay,12005,-33.64849927727234
2000,Florida,FL,Bradford,12007,-26.96875360313617
2000,Florida,FL,Brevard,12009,-8.181048100918062
2000,Florida,FL,Broward,12011,36.47805850023386
2000,Florida,FL,Calhoun,12013,-13.877077696173174
2000,Florida,FL,Charlotte,12015,-8.641772303276724
2000,Florida,FL,Citrus,12017,-7.415306086774123
2000,Florida,FL,Clay,12019,-47.258207940299556
2000,Florida,FL,Collier,12021,-33.12536620299038
2000,Florida,FL,Columbia,12023,-21.163821050356603
2000,Florida,FL,Desoto,12027,-11.973903031853645
2000,Florida,FL,Dixie,12029,-18.66695242177454
2000,Florida,FL,Duval,12031,-16.715034991459966
2000,Florida,FL,Escambia,12033,-27.496399423907825
2000,Florida,FL,Flagler,12035,4.7360849839548536
2000,Florida,FL,Franklin,12037,-8.785529715762273
2000,Florida,FL,Gadsden,12039,33.73395803625993
2000,Florida,FL,Gilchrist,12041,-25.764596848934204
2000,Florida,FL,Glades,12043,-11.857355126300156
2000,Florida,FL,Gulf,12045,-18.766276041666664
2000,Florida,FL,Hamilton,12047,-10.696266397578206
2000,Florida,FL,Hardee,12049,-22.87822878228782
2000,Florida,FL,Hendry,12051,-18.515788180366137
2000,Florida,FL,Hernando,12053,3.063524433063982
2000,Florida,FL,Highlands,12055,-17.181143133517317
2000,Florida,FL,Hillsborough,12057,-3.1093964667841547
2000,Florida,FL,Holmes,12059,-38.32319134550372
2000,Florida,FL,Indian River,12061,-17.86909032284067
2000,Florida,FL,Jackson,12063,-13.926380368098158
2000,Florida,FL,Jefferson,12065,9.975194897236001
2000,Florida,FL,Lafayette,12067,-35.16966067864271
2000,Florida,FL,Lake,12069,-15.166288609766276
2000,Florida,FL,Lee,12071,-17.670859163561616
2000,Florida,FL,Leon,12073,21.687483030138473
2000,Florida,FL,Levy,12075,-11.474379126060995
2000,Florida,FL,Liberty,12077,-12.448132780082986
2000,Florida,FL,Madison,12079,-0.38948393378772295
2000,Florida,FL,Manatee,12081,-7.961277796427183
2000,Florida,FL,Marion,12083,-10.175220482536226
2000,Florida,FL,Martin,12085,-11.852353538774132
2000,Florida,FL,Miami-Dade,12086,6.279488815235133
2000,Florida,FL,Monroe,12087,1.2508850601840962
2000,Florida,FL,Nassau,12089,-39.74768713204372
2000,Florida,FL,Okaloosa,12091,-49.72410865874364
2000,Florida,FL,Okeechobee,12093,-4.759971582259219
2000,Florida,FL,Orange,12095,2.035876840696119
2000,Florida,FL,Osceola,12097,3.5376129646598073
2000,Florida,FL,Palm Beach,12099,26.958627471801954
2000,Florida,FL,Pasco,12101,0.6880075106318913
2000,Florida,FL,Pinellas,12103,3.9664016543195046
2000,Florida,FL,Polk,12105,-8.952771830351054
2000,Florida,FL,Putnam,12107,-5.129280756616588
2000,Florida,FL,Santa Rosa,12113,-46.64639599356108
2000,Florida,FL,Sarasota,12115,-6.366889935504716
2000,Florida,FL,Seminole,12117,-11.990496534286578
2000,Florida,FL,St. Johns,12109,-32.99641128633984
2000,Florida,FL,St. Lucie,12111,8.788418879585578
2000,Florida,FL,Sumter,12119,-11.185481335070307
2000,Florida,FL,Suwannee,12121,-31.516074721398212
2000,Florida,FL,Taylor,12123,-20.666862514688603
2000,Florida,FL,Union,12125,-24.17668583376895
2000,Florida,FL,Volusia,12127,8.138673810535032
2000,Florida,FL,Wakulla,12129,-7.849074181902871
2000,Florida,FL,Walton,12131,-35.70258761873566
2000,Florida,FL,Washington,12133,-27.35085315730477
2000,Georgia,GA,Appling,13001,-30.283653057878347
2000,Georgia,GA,Atkinson,13003,-19.652341863833897
2000,Georgia,GA,Bacon,13005,-35.191986644407336
2000,Georgia,GA,Baker,13007,18.30151415404871
2000,Georgia,GA,Baldwin,13009,-1.220517895431307
2000,Georgia,GA,Banks,13011,-43.723803220825054
2000,Georgia,GA,Barrow,13013,-35.2668980333829
2000,Georgia,GA,Bartow,13015,-31.657960581186074
2000,Georgia,GA,Ben Hill,13017,-3.1538296502896372
2000,Georgia,GA,Berrien,13019,-24.444444444444443
2000,Georgia,GA,Bibb,13021,1.8583252973320512
2000,Georgia,GA,Bleckley,13023,-31.021605761536414
2000,Georgia,GA,Brantley,13025,-38.23915900131407
2000,Georgia,GA,Brooks,13027,-6.811689738519014
2000,Georgia,GA,Bryan,13029,-37.72489021107805
2000,Georgia,GA,Bulloch,13031,-23.197131646597207
2000,Georgia,GA,Burke,13033,4.751226348983884
2000,Georgia,GA,Butts,13035,-16.273291925465834
2000,Georgia,GA,Calhoun,13037,17.96502384737679
2000,Georgia,GA,Camden,13039,-27.02836248641171
2000,Georgia,GA,Candler,13043,-21.67523879500368
2000,Georgia,GA,Carroll,13045,-29.423876306281805
2000,Georgia,GA,Catoosa,13047,-37.035156029569436
2000,Georgia,GA,Charlton,13049,-26.811079545454547
2000,Georgia,GA,Chatham,13051,-0.3360575351422028
2000,Georgia,GA,Chattahoochee,13053,0.8285004142502075
2000,Georgia,GA,Chattooga,13055,-14.065153620503317
2000,Georgia,GA,Cherokee,13057,-49.16711240161993
2000,Georgia,GA,Clarke,13059,11.475920287849426
2000,Georgia,GA,Clay,13061,29.20908379013312
2000,Georgia,GA,Clayton,13063,32.6960033875118
2000,Georgia,GA,Clinch,13065,-14.256091238983934
2000,Georgia,GA,Cobb,13067,-22.898645687516748
2000,Georgia,GA,Coffee,13069,-22.937433722163306
2000,Georgia,GA,Colquitt,13071,-33.01243481748897
2000,Georgia,GA,Columbia,13073,-49.130748722506105
2000,Georgia,GA,Cook,13075,-16.227180527383375
2000,Georgia,GA,Coweta,13077,-39.297380388138095
2000,Georgia,GA,Crawford,13079,-13.288477712363331
2000,Georgia,GA,Crisp,13081,-18.131574255660546
2000,Georgia,GA,Dade,13083,-33.76906318082788
2000,Georgia,GA,Dawson,13085,-46.65988470668023
2000,Georgia,GA,Decatur,13087,-10.31642259414226
2000,Georgia,GA,DeKalb,13089,43.50486407855259
2000,Georgia,GA,Dodge,13091,-19.49974476773864
2000,Georgia,GA,Dooly,13093,8.892045454545453
2000,Georgia,GA,Dougherty,13095,15.14588494357281
2000,Georgia,GA,Douglas,13097,-24.967704430952068
2000,Georgia,GA,Early,13099,-8.814504881450496
2000,Georgia,GA,Echols,13101,-38.08463251670378
2000,Georgia,GA,Effingham,13103,-38.44131455399061
2000,Georgia,GA,Elbert,13105,-12.557662737057917
2000,Georgia,GA,Emanuel,13107,-8.111128851987864
2000,Georgia,GA,Evans,13109,-20.25974025974027
2000,Georgia,GA,Fannin,13111,-32.50297973778308
2000,Georgia,GA,Fayette,13113,-41.05161487903131
2000,Georgia,GA,Floyd,13115,-22.03914259086673
2000,Georgia,GA,Forsyth,13117,-58.942805202069636
2000,Georgia,GA,Franklin,13119,-28.097882679625137
2000,Georgia,GA,Fulton,13121,17.920535537893407
2000,Georgia,GA,Gilmer,13123,-36.78426051560379
2000,Georgia,GA,Glascock,13125,-50.39215686274511
2000,Georgia,GA,Glynn,13127,-29.34238741958542
2000,Georgia,GA,Gordon,13129,-32.052437525604255
2000,Georgia,GA,Grady,13131,-17.49962703267194
2000,Georgia,GA,Greene,13133,-16.22089667115643
2000,Georgia,GA,Gwinnett,13135,-31.563855560381143
2000,Georgia,GA,Habersham,13137,-45.75379217830978
2000,Georgia,GA,Hall,13139,-43.46526867627785
2000,Georgia,GA,Hancock,13141,56.772521062864556
2000,Georgia,GA,Haralson,13143,-27.9662054610016
2000,Georgia,GA,Harris,13145,-30.85727633730437
2000,Georgia,GA,Hart,13147,-13.93312101910827
2000,Georgia,GA,Heard,13149,-24.0462789243277
2000,Georgia,GA,Henry,13151,-35.618905498237574
2000,Georgia,GA,Houston,13153,-26.692440791608092
2000,Georgia,GA,Irwin,13155,-21.563814866760175
2000,Georgia,GA,Jackson,13157,-38.315427589170596
2000,Georgia,GA,Jasper,13159,-18.76743596246513
2000,Georgia,GA,Jeff Davis,13161,-33.593935086472406
2000,Georgia,GA,Jefferson,13163,7.438016528925623
2000,Georgia,GA,Jenkins,13165,-2.5838796760508984
2000,Georgia,GA,Johnson,13167,-25.390218522372535
2000,Georgia,GA,Jones,13169,-21.665840356965788
2000,Georgia,GA,Lamar,13171,-13.728489483747609
2000,Georgia,GA,Lanier,13173,-11.344537815126053
2000,Georgia,GA,Laurens,13175,-17.163009404388724
2000,Georgia,GA,Lee,13177,-49.923896499238964
2000,Georgia,GA,Liberty,13179,8.945046129161646
2000,Georgia,GA,Lincoln,13181,-17.144698678698035
2000,Georgia,GA,Long,13183,-14.909248055315473
2000,Georgia,GA,Lowndes,13185,-15.122680088078013
2000,Georgia,GA,Lumpkin,13187,-34.16296296296296
2000,Georgia,GA,Macon,13193,27.34787600459243
2000,Georgia,GA,Madison,13195,-40.58551232328287
2000,Georgia,GA,Marion,13197,-9.386446886446883
2000,Georgia,GA,McDuffie,13189,-20.549618320610683
2000,Georgia,GA,McIntosh,13191,7.323429762835545
2000,Georgia,GA,Meriwether,13199,4.158592934863606
2000,Georgia,GA,Miller,13201,-26.32558139534884
2000,Georgia,GA,Mitchell,13205,3.121227797896182
2000,Georgia,GA,Monroe,13207,-22.835167749635325
2000,Georgia,GA,Montgomery,13209,-18.01514547628537
2000,Georgia,GA,Morgan,13211,-21.78922399186716
2000,Georgia,GA,Murray,13213,-34.10176779741997
2000,Georgia,GA,Muscogee,13215,9.037056917738617
2000,Georgia,GA,Newton,13217,-24.076190476190476
2000,Georgia,GA,Oconee,13219,-39.64004297994269
