"state_abb","year","elxn_year","state_year_type","state_year_type2","grant_mil","state_incvote_avglast3"
"GA",2002,0,"swing + nonelection",NA,75.3389598974343,0.520913
"GA",2003,0,"swing + nonelection",NA,73.6976958087235,0.520913
"GA",2004,1,"swing + election year","swing state
(incumbent re-election year)",80.4158098213871,0.520913
"GA",2005,0,"swing + nonelection",NA,74.007138605162,0.5499008
"GA",2006,0,"swing + nonelection",NA,76.9352499497787,0.5499008
"GA",2007,0,"swing + nonelection",NA,79.2711878406508,0.5499008
"GA",2008,1,"swing + election year","swing state
(successor election year)",89.2845877798742,0.5499008
"HI",1984,1,"swing + election year","swing state
(incumbent re-election year)",195.812408360542,0.53370833
"HI",1985,0,"swing + nonelection",NA,219.882715694808,0.5111234
"HI",1986,0,"swing + nonelection",NA,217.943592182825,0.5111234
"HI",1987,0,"swing + nonelection",NA,232.566514479394,0.5111234
"HI",1988,1,"swing + election year","swing state
(successor election year)",257.396301492864,0.5111234
"HI",1989,0,"swing + nonelection",NA,280.870641381181,0.49937797
"HI",1990,0,"swing + nonelection",NA,309.192876994772,0.49937797
"HI",1991,0,"swing + nonelection",NA,293.554468058033,0.49937797
"HI",1992,1,"swing + election year","swing state
(incumbent re-election year)",352.656141808449,0.49937797
"HI",1993,0,NA,NA,491.432908216609,0.5194084
"HI",1994,0,NA,NA,448.215836810513,0.5194084
"HI",1995,0,NA,NA,397.088420606461,0.5194084
"HI",1996,1,NA,NA,395.62592584776,0.5194084
"HI",1997,0,"core + nonelection",NA,397.122331104803,0.586008
"HI",1998,0,"core + nonelection",NA,410.965572825868,0.586008
"HI",1999,0,"core + nonelection",NA,440.749335814453,0.586008
"HI",2000,1,"core + election",NA,358.560021699253,0.586008
"HI",2001,0,NA,NA,378.131372165808,0.39725524
"HI",2002,0,NA,NA,412.253989043756,0.39725524
"HI",2003,0,NA,NA,415.967892089816,0.39725524
"HI",2004,1,NA,NA,456.074282470177,0.39725524
"HI",2005,0,NA,NA,442.897996976125,0.4049737
"HI",2006,0,NA,NA,466.80147161687,0.4049737
"HI",2007,0,NA,NA,489.137310983174,0.4049737
"HI",2008,1,NA,NA,429.7337278,0.4049737
"IA",1984,1,"core + election",NA,22.89211401417,0.55437255
"IA",1985,0,"swing + nonelection",NA,21.5023645451178,0.537677
"IA",1986,0,"swing + nonelection",NA,20.6373068205725,0.537677
"IA",1987,0,"swing + nonelection",NA,26.7295618733803,0.537677
"IA",1988,1,"swing + election year","swing state
(successor election year)",20.261276794077,0.537677
"IA",1989,0,NA,NA,19.8829820341939,0.51879495
"IA",1990,0,NA,NA,22.3194911061417,0.51879495
"IA",1991,0,NA,NA,23.9893991537158,0.51879495
"IA",1992,1,NA,NA,26.1213609398689,0.51879495
"IA",1993,0,"swing + nonelection",NA,29.6191425689537,0.51719064
"IA",1994,0,"swing + nonelection",NA,33.8255105865286,0.51719064
"IA",1995,0,"swing + nonelection",NA,31.0020055714517,0.51719064
"IA",1996,1,"swing + election year","swing state
(incumbent re-election year)",28.8713995058337,0.51719064
"IA",1997,0,"swing + nonelection",NA,29.5773623006477,0.54871464
"IA",1998,0,"swing + nonelection",NA,32.9195939614633,0.54871464
"IA",1999,0,"swing + nonelection",NA,34.4797729220679,0.54871464
"IA",2000,1,"swing + election year","swing state
(successor election year)",36.4133618467897,0.54871464
"IA",2001,0,"swing + nonelection",NA,39.3213873853484,0.46790433
"IA",2002,0,"swing + nonelection",NA,47.0253493372607,0.46790433
"IA",2003,0,"swing + nonelection",NA,44.3206027196977,0.46790433
"IA",2004,1,"swing + election year","swing state
(incumbent re-election year)",43.4152065343297,0.46790433
"IA",2005,0,"swing + nonelection",NA,42.6687822086098,0.48146838
"IA",2006,0,"swing + nonelection",NA,40.5540453299211,0.48146838
"IA",2007,0,"swing + nonelection",NA,42.6612387999249,0.48146838
"IA",2008,1,"swing + election year","swing state
(successor election year)",49.3944638585859,0.48146838
"ID",1984,1,"core + election",NA,18.0805564967656,0.6846714
"ID",1985,0,"core + nonelection",NA,18.2854753132204,0.6917393
"ID",1986,0,"core + nonelection",NA,18.6626508835872,0.6917393
"ID",1987,0,"core + nonelection",NA,16.3220651196359,0.6917393
"ID",1988,1,"core + election",NA,20.1989251448535,0.6917393
"ID",1989,0,"core + nonelection",NA,19.240975500079,0.69692206
"ID",1990,0,"core + nonelection",NA,17.8656243264544,0.69692206
"ID",1991,0,"core + nonelection",NA,20.2757660636595,0.69692206
"ID",1992,1,"core + election",NA,22.5079944662711,0.69692206
"ID",1993,0,NA,NA,25.1427590985945,0.34591708
"ID",1994,0,NA,NA,26.7824293635406,0.34591708
"ID",1995,0,NA,NA,27.5354436826612,0.34591708
"ID",1996,1,NA,NA,27.9539862032589,0.34591708
"ID",1997,0,NA,NA,28.4794743959289,0.38750556
"ID",1998,0,NA,NA,32.7841853907303,0.38750556
"ID",1999,0,NA,NA,34.2877835425935,0.38750556
"ID",2000,1,NA,NA,36.2013647949291,0.38750556
"ID",2001,0,"core + nonelection",NA,41.8044186962215,0.6376967
"ID",2002,0,"core + nonelection",NA,47.2524797640833,0.6376967
"ID",2003,0,"core + nonelection",NA,45.7842759919976,0.6376967
"ID",2004,1,"core + election",NA,47.9878276399557,0.6376967
"ID",2005,0,"core + nonelection",NA,49.5138429101643,0.66990083
"ID",2006,0,"core + nonelection",NA,46.2002690796126,0.66990083
"ID",2007,0,"core + nonelection",NA,50.567888104595,0.66990083
"ID",2008,1,"core + election",NA,45.9737173863636,0.66990083
"IL",1984,1,"swing + election year","swing state
(incumbent re-election year)",93.0644467567782,0.5488154
"IL",1985,0,"swing + nonelection",NA,91.9277306240331,0.53938586
"IL",1986,0,"swing + nonelection",NA,76.4726398795586,0.53938586
"IL",1987,0,"swing + nonelection",NA,68.2784985703291,0.53938586
"IL",1988,1,"swing + election year","swing state
(successor election year)",75.6829682161857,0.53938586
"IL",1989,0,"swing + nonelection",NA,65.5394435392667,0.53954065
"IL",1990,0,"swing + nonelection",NA,81.5151025349499,0.53954065
"IL",1991,0,"swing + nonelection",NA,84.6999864137589,0.53954065
"IL",1992,1,"swing + election year","swing state
(incumbent re-election year)",98.4704818507093,0.53954065
"IL",1993,0,NA,NA,120.794632122412,0.5035523
"IL",1994,0,NA,NA,125.79703538088,0.5035523
"IL",1995,0,NA,NA,133.717248442411,0.5035523
"IL",1996,1,NA,NA,131.330501964624,0.5035523
"IL",1997,0,"core + nonelection",NA,130.743754670732,0.5571468
"IL",1998,0,"core + nonelection",NA,134.736638892543,0.5571468
"IL",1999,0,"core + nonelection",NA,138.721458828778,0.5571468
"IL",2000,1,"core + election",NA,148.272329059108,0.5571468
"IL",2001,0,NA,NA,152.497777359391,0.4187556
"IL",2002,0,NA,NA,165.360119151555,0.4187556
"IL",2003,0,NA,NA,169.605741650066,0.4187556
"IL",2004,1,NA,NA,173.778326539698,0.4187556
"IL",2005,0,NA,NA,168.689222454584,0.43002087
"IL",2006,0,NA,NA,158.991437497168,0.43002087
"IL",2007,0,NA,NA,174.832415160757,0.43002087
"IL",2008,1,NA,NA,213.292691509804,0.43002087
"IN",1984,1,"core + election",NA,40.5557188325047,0.6004127
"IN",1985,0,"core + nonelection",NA,41.3924862141779,0.5857318
"IN",1986,0,"core + nonelection",NA,37.9240141488607,0.5857318
"IN",1987,0,"core + nonelection",NA,33.8592747238297,0.5857318
"IN",1988,1,"core + election",NA,36.8065035040917,0.5857318
"IN",1989,0,"core + nonelection",NA,35.7379869302001,0.60665584
"IN",1990,0,"core + nonelection",NA,42.2337493343276,0.60665584
"IN",1991,0,"core + nonelection",NA,47.2640579250333,0.60665584
"IN",1992,1,"core + election",NA,53.0036201768695,0.60665584
"IN",1993,0,NA,NA,66.855071926137,0.41321895
"IN",1994,0,NA,NA,61.8737152917887,0.41321895
"IN",1995,0,NA,NA,57.3991483368777,0.41321895
"IN",1996,1,NA,NA,57.0089016013541,0.41321895
"IN",1997,0,NA,NA,60.2780240610246,0.44296902
"IN",1998,0,NA,NA,61.0422858199483,0.44296902
"IN",1999,0,NA,NA,67.5534832423273,0.44296902
"IN",2000,1,NA,NA,76.5773130592756,0.44296902
"IN",2001,0,"swing + nonelection",NA,82.0469630543223,0.54996026
"IN",2002,0,"swing + nonelection",NA,85.5304273370052,0.54996026
"IN",2003,0,"swing + nonelection",NA,86.77477047749,0.54996026
"IN",2004,1,"swing + election year","swing state
(incumbent re-election year)",84.9842894480212,0.54996026
"IN",2005,0,"core + nonelection",NA,91.1170018986624,0.57192224
"IN",2006,0,"core + nonelection",NA,89.0419723851186,0.57192224
"IN",2007,0,"core + nonelection",NA,95.7549124811504,0.57192224
"IN",2008,1,"core + election",NA,91.8704636304348,0.57192224
"KS",1984,1,"core + election",NA,17.1507055161371,0.6232836
"KS",1985,0,"core + nonelection",NA,15.582028965203,0.6146017
"KS",1986,0,"core + nonelection",NA,14.6432790376454,0.6146017
"KS",1987,0,"core + nonelection",NA,13.6001213907887,0.6146017
"KS",1988,1,"core + election",NA,13.3255567047194,0.6146017
"KS",1989,0,"core + nonelection",NA,13.3117694654175,0.62410825
"KS",1990,0,"core + nonelection",NA,15.9315205209985,0.62410825
"KS",1991,0,"core + nonelection",NA,17.7542035217523,0.62410825
"KS",1992,1,"core + election",NA,21.6097203283378,0.62410825
"KS",1993,0,NA,NA,24.5859323901547,0.40900657
"KS",1994,0,NA,NA,24.6743224688348,0.40900657
"KS",1995,0,NA,NA,23.7217653593223,0.40900657
"KS",1996,1,NA,NA,23.1088762411054,0.40900657
"KS",1997,0,NA,NA,24.6494131627742,0.43219692
"KS",1998,0,NA,NA,24.5164228812258,0.43219692
"KS",1999,0,NA,NA,26.9047332483848,0.43219692
"KS",2000,1,NA,NA,28.3005128531593,0.43219692
"KS",2001,0,"core + nonelection",NA,31.7134534309871,0.58176774
"KS",2002,0,"core + nonelection",NA,34.9383579919319,0.58176774
"KS",2003,0,"core + nonelection",NA,35.4733466924743,0.58176774
"KS",2004,1,"core + election",NA,34.3693952536381,0.58176774
"KS",2005,0,"core + nonelection",NA,35.5367062955233,0.6128546
"KS",2006,0,"core + nonelection",NA,31.9006168975664,0.6128546
"KS",2007,0,"core + nonelection",NA,35.1701196822844,0.6128546
"KS",2008,1,"core + election",NA,39.0098059714286,0.6128546
"KY",1984,1,NA,NA,27.3528833136093,0.53889984
"KY",1985,0,"swing + nonelection",NA,25.4096842916589,0.5249754
"KY",1986,0,"swing + nonelection",NA,23.2917664701028,0.5249754
"KY",1987,0,"swing + nonelection",NA,21.5916791706302,0.5249754
"KY",1988,1,"swing + election year","swing state
(successor election year)",22.3589650596228,0.5249754
"KY",1989,0,"core + nonelection",NA,23.3195422940905,0.55666804
"KY",1990,0,"core + nonelection",NA,27.776274800866,0.55666804
"KY",1991,0,"core + nonelection",NA,32.3982251413262,0.55666804
"KY",1992,1,"core + election",NA,37.4796141017338,0.55666804
"KY",1993,0,NA,NA,39.2842319471793,0.45207208
"KY",1994,0,NA,NA,38.5722746652574,0.45207208
"KY",1995,0,NA,NA,41.3302082491419,0.45207208
"KY",1996,1,NA,NA,40.3090146598583,0.45207208
"KY",1997,0,"swing + nonelection",NA,44.0565548339156,0.4884802
"KY",1998,0,"swing + nonelection",NA,47.3515587537795,0.4884802
"KY",1999,0,"swing + nonelection",NA,48.1499624929243,0.4884802
"KY",2000,1,"swing + election year","swing state
(successor election year)",51.1657255642384,0.4884802
"KY",2001,0,"swing + nonelection",NA,53.6630168256705,0.51776654
"KY",2002,0,"swing + nonelection",NA,61.07746211622,0.51776654
"KY",2003,0,"swing + nonelection",NA,61.8718362059286,0.51776654
"KY",2004,1,"swing + election year","swing state
(incumbent re-election year)",61.3677784826806,0.51776654
"KY",2005,0,"core + nonelection",NA,58.8476135231272,0.5573545
"KY",2006,0,"core + nonelection",NA,59.5865702818783,0.5573545
"KY",2007,0,"core + nonelection",NA,58.202686031119,0.5573545
"KY",2008,1,"core + election",NA,67.2735352,0.5573545
"LA",1984,1,"core + election",NA,60.5427877640716,0.5652763
"LA",1985,0,NA,NA,60.2385937070917,0.5375682
"LA",1986,0,NA,NA,60.7981988645477,0.5375682
"LA",1987,0,NA,NA,52.8932777541412,0.5375682
"LA",1988,1,NA,NA,54.7439134872768,0.5375682
"LA",1989,0,"core + nonelection",NA,61.0635669516994,0.5647378
"LA",1990,0,"core + nonelection",NA,70.3012536847646,0.5647378
"LA",1991,0,"core + nonelection",NA,84.5315284148235,0.5647378
"LA",1992,1,"core + election",NA,104.627057637841,0.5647378
"LA",1993,0,NA,NA,124.267407110567,0.45351562
