state,fips,obama12fo,romney12fo,battle,swing,core_dem,core_rep,normal,medage08,pop2008,medinc08,black,hispanic,pc_less_hs00,pc_degree00
Alabama,1027,0,0,FALSE,TRUE,FALSE,FALSE,0.5332542955875397,41.599998474121094,13807,33032,15,2.0999999046325684,0.3400000035762787,0.07800000160932541
Alabama,1029,0,0,FALSE,TRUE,FALSE,FALSE,0.53098992506663,39.400001525878906,14736,37742,3.799999952316284,1.7999999523162842,0.3709999918937683,0.09200000017881393
Alabama,1031,0,0,FALSE,TRUE,FALSE,FALSE,0.546746015548706,38,47773,43145,18.5,3.299999952316284,0.2680000066757202,0.19300000369548798
Alabama,1033,0,0,FALSE,TRUE,FALSE,FALSE,0.4778183698654175,40.900001525878906,54626,39947,16.700000762939453,1.2999999523162842,0.2669999897480011,0.14100000262260437
Alabama,1035,0,0,FALSE,TRUE,FALSE,FALSE,0.5087324678897858,42,13038,27068,44.099998474121094,0.8999999761581421,0.3230000138282776,0.09200000017881393
Alabama,1037,0,0,FALSE,TRUE,FALSE,FALSE,0.5052867631117502,42.599998474121094,10724,36050,31.600000381469727,1.5,0.34299999475479126,0.07999999821186066
Alabama,1039,0,0,FALSE,TRUE,FALSE,FALSE,0.5426999926567078,41.5,36646,33773,12.600000381469727,0.8999999761581421,0.3160000145435333,0.12200000137090683
Alabama,1041,0,0,FALSE,TRUE,FALSE,FALSE,0.5268135865529379,39.400001525878906,13686,34402,24.600000381469727,0.800000011920929,0.39899998903274536,0.1120000034570694
Alabama,1043,0,0,FALSE,TRUE,FALSE,FALSE,0.5280451774597168,38.599998474121094,81518,39276,1.2000000476837158,3.0999999046325684,0.29600000381469727,0.11900000274181366
Alabama,1045,0,0,FALSE,FALSE,FALSE,TRUE,0.5650876065095266,37.29999923706055,48400,42867,20.899999618530273,3.299999952316284,0.22200000286102295,0.14000000059604645
Alabama,1047,0,0,FALSE,TRUE,FALSE,FALSE,0.48854683836301166,37.400001525878906,42627,27992,66.9000015258789,0.699999988079071,0.296999990940094,0.13899999856948853
Alabama,1049,0,0,FALSE,TRUE,FALSE,FALSE,0.5241473317146301,37.5,68894,35377,1.7999999523162842,9,0.3619999885559082,0.08299999684095383
Alabama,1051,0,0,FALSE,FALSE,FALSE,TRUE,0.5733011265595754,35.5,78125,53296,20.700000762939453,1.7000000476837158,0.2240000069141388,0.16599999368190765
Alabama,1053,0,0,FALSE,TRUE,FALSE,FALSE,0.5474498271942139,38.099998474121094,37532,32009,31.700000762939453,1,0.3149999976158142,0.10599999874830246
Alabama,1055,0,0,FALSE,TRUE,FALSE,FALSE,0.4918356736501058,39.20000076293945,103435,37264,14.600000381469727,2.4000000953674316,0.2590000033378601,0.1340000033378601
Alabama,1057,0,0,FALSE,TRUE,FALSE,FALSE,0.5114103356997172,41.099998474121094,17577,34092,11.800000190734863,0.8999999761581421,0.33899998664855957,0.09200000017881393
Alabama,1059,0,0,FALSE,TRUE,FALSE,FALSE,0.49262850483258563,37.900001525878906,31051,35248,4.199999809265137,10.899999618530273,0.3790000081062317,0.09700000286102295
Alabama,1061,0,0,FALSE,FALSE,FALSE,TRUE,0.5567198147376379,41.099998474121094,25971,32027,10.800000190734863,2,0.3440000116825104,0.08699999749660492
Alabama,1063,0,0,FALSE,FALSE,TRUE,FALSE,0.40905730923016864,39.79999923706055,9039,26001,79.69999694824219,0.699999988079071,0.35199999809265137,0.10499999672174454
Alabama,1065,0,0,FALSE,TRUE,FALSE,FALSE,0.4690679709116618,35.70000076293945,18083,31091,59.20000076293945,0.8999999761581421,0.3479999899864197,0.08100000023841858
Alabama,1067,0,0,FALSE,TRUE,FALSE,FALSE,0.5331354737281799,40.20000076293945,16623,36453,31.700000762939453,2.0999999046325684,0.3330000042915344,0.14100000262260437
Alabama,1069,0,0,FALSE,FALSE,FALSE,TRUE,0.5766587754090627,38.400001525878906,98852,42523,25.899999618530273,1.600000023841858,0.23499999940395355,0.18400000035762787
Alabama,1071,0,0,FALSE,TRUE,FALSE,FALSE,0.4501870075861613,40.29999923706055,52934,36597,3.799999952316284,1.600000023841858,0.33000001311302185,0.10400000214576721
Alabama,1073,1,0,FALSE,TRUE,FALSE,FALSE,0.5242709914843241,38.29999923706055,663394,46269,41.20000076293945,2.299999952316284,0.19099999964237213,0.2460000067949295
Alabama,1075,0,0,FALSE,TRUE,FALSE,FALSE,0.519754633307457,41.900001525878906,14341,32424,11.399999618530273,1.5,0.3490000069141388,0.07800000160932541
Alabama,1077,0,0,FALSE,TRUE,FALSE,FALSE,0.49868831038475037,40,89200,38592,9.699999809265137,1.2000000476837158,0.23600000143051147,0.1850000023841858
Alabama,1079,0,0,FALSE,TRUE,FALSE,FALSE,0.45795979102452594,39.400001525878906,34047,40655,12.100000381469727,1.399999976158142,0.3440000116825104,0.07500000298023224
Alabama,1081,0,0,FALSE,TRUE,FALSE,FALSE,0.5382994910081228,29.299999237060547,133105,41770,23,1.600000023841858,0.1860000044107437,0.27900001406669617
Alabama,1083,0,0,FALSE,TRUE,FALSE,FALSE,0.5228741864363352,36.900001525878906,76314,46151,13.199999809265137,3.299999952316284,0.2549999952316284,0.16899999976158142
Alabama,1085,0,0,FALSE,FALSE,TRUE,FALSE,0.43592287103335065,37.5,12592,30225,71.69999694824219,0.800000011920929,0.3569999933242798,0.10999999940395355
Alabama,1087,0,0,FALSE,FALSE,TRUE,FALSE,0.38664931058883667,34.20000076293945,22195,27314,82.80000305175781,1,0.30000001192092896,0.18799999356269836
Alabama,1089,0,0,FALSE,TRUE,FALSE,FALSE,0.5207691888014475,37.5,320914,55324,23.5,2.200000047683716,0.1459999978542328,0.34299999475479126
Alabama,1091,0,0,FALSE,TRUE,FALSE,FALSE,0.5051139891147614,38.79999923706055,21100,32381,52.20000076293945,1.7999999523162842,0.2809999883174896,0.12099999934434891
Alabama,1093,0,0,FALSE,TRUE,FALSE,FALSE,0.5001753717660904,41.5,29378,31602,3.9000000953674316,1.5,0.36800000071525574,0.07999999821186066
Alabama,1095,0,0,FALSE,TRUE,FALSE,FALSE,0.5173293203115463,37.099998474121094,89200,36981,1.600000023841858,8.699999809265137,0.3059999942779541,0.13899999856948853
Alabama,1097,0,0,FALSE,TRUE,FALSE,FALSE,0.5343654553095499,36.099998474121094,409132,40951,34.5,1.2999999523162842,0.2329999953508377,0.1860000044107437
Alabama,1099,0,0,FALSE,TRUE,FALSE,FALSE,0.545425703128179,38.5,22648,34072,41,0.800000011920929,0.32100000977516174,0.11800000071525574
Alabama,1101,0,0,FALSE,TRUE,FALSE,FALSE,0.5236218671003977,35.5,224525,43297,52.5,1.399999976158142,0.19699999690055847,0.2849999964237213
Alabama,1103,0,0,FALSE,TRUE,FALSE,FALSE,0.5251983900864919,39.20000076293945,116297,46284,11.800000190734863,4.699999809265137,0.2370000034570694,0.18400000035762787
Alabama,1105,0,0,FALSE,FALSE,TRUE,FALSE,0.44621596733729046,35,10753,26513,69.5999984741211,1.100000023841858,0.37599998712539673,0.10000000149011612
Alabama,1107,0,0,FALSE,TRUE,FALSE,FALSE,0.5098859965801239,40.29999923706055,19385,31053,42.400001525878906,0.800000011920929,0.30300000309944153,0.09799999743700027
Alabama,1109,0,0,FALSE,TRUE,FALSE,FALSE,0.5430091619491577,32.599998474121094,30371,32284,36.79999923706055,1.600000023841858,0.3089999854564667,0.18400000035762787
Alabama,1111,0,0,FALSE,TRUE,FALSE,FALSE,0.523095041513443,39.29999923706055,22620,34185,22.100000381469727,1.2999999523162842,0.38100001215934753,0.10000000149011612
Alabama,1113,0,0,FALSE,TRUE,FALSE,FALSE,0.4838557342688243,38,50285,28855,42.099998474121094,2.200000047683716,0.33500000834465027,0.09700000286102295
Alabama,1115,0,0,FALSE,FALSE,FALSE,TRUE,0.5669428159793218,36.29999923706055,80287,48804,8.199999809265137,1.2999999523162842,0.28700000047683716,0.11100000143051147
Alabama,1117,0,0,FALSE,FALSE,FALSE,TRUE,0.6016072928905487,35.599998474121094,188483,71785,9.399999618530273,3.0999999046325684,0.13199999928474426,0.36800000071525574
Alabama,1119,0,0,FALSE,FALSE,TRUE,FALSE,0.4369443555672963,36.400001525878906,13102,24221,74.69999694824219,1.399999976158142,0.35199999809265137,0.12399999797344208
Alabama,1121,0,0,FALSE,TRUE,FALSE,FALSE,0.5208136638005575,38.29999923706055,80495,35487,31.399999618530273,1.100000023841858,0.30300000309944153,0.1120000034570694
Alabama,1123,0,0,FALSE,TRUE,FALSE,FALSE,0.5372464458147684,41.599998474121094,40920,35293,26.299999237060547,0.8999999761581421,0.29899999499320984,0.14100000262260437
Alabama,1125,0,0,FALSE,TRUE,FALSE,FALSE,0.5332480271657308,32.79999923706055,181780,43744,30.100000381469727,1.7000000476837158,0.21199999749660492,0.23999999463558197
Alabama,1127,0,0,FALSE,TRUE,FALSE,FALSE,0.48834144075711566,39.79999923706055,68903,36221,6.400000095367432,1.2000000476837158,0.328000009059906,0.09099999815225601
Alabama,1129,0,0,FALSE,TRUE,FALSE,FALSE,0.5027371744314829,39.20000076293945,17088,37076,26.399999618530273,0.8999999761581421,0.2770000100135803,0.0860000029206276
Alabama,1131,0,0,FALSE,TRUE,FALSE,FALSE,0.452509472767512,35,12617,23090,72.5999984741211,0.800000011920929,0.4050000011920929,0.10100000351667404
Alabama,1133,0,0,FALSE,TRUE,FALSE,FALSE,0.5492316037416458,40.79999923706055,24068,32018,0.6000000238418579,1.899999976158142,0.37400001287460327,0.08299999684095383
Arizona,4001,0,0,FALSE,FALSE,TRUE,FALSE,0.42887630065282184,30.899999618530273,69520,31728,0.6000000238418579,4.599999904632568,0.36399999260902405,0.11299999803304672
Arizona,4003,0,0,FALSE,TRUE,FALSE,FALSE,0.5120260616143545,40.099998474121094,128425,44000,4.400000095367432,31.200000762939453,0.20499999821186066,0.18799999356269836
Arizona,4005,0,0,FALSE,TRUE,FALSE,FALSE,0.48018085956573486,31.799999237060547,128426,47933,1.2999999523162842,11.699999809265137,0.16200000047683716,0.29899999499320984
Arizona,4007,0,0,FALSE,TRUE,FALSE,FALSE,0.48851611216862995,43.79999923706055,52273,38405,0.699999988079071,16.299999237060547,0.21799999475479126,0.13899999856948853
Arizona,4009,0,0,FALSE,TRUE,FALSE,FALSE,0.5371690591176351,31.299999237060547,36204,40902,2.200000047683716,27.799999237060547,0.24400000274181366,0.11800000071525574
Arizona,4011,0,0,FALSE,TRUE,FALSE,FALSE,0.5231773753960928,37.79999923706055,8058,53654,0.800000011920929,46.5,0.17499999701976776,0.12200000137090683
Arizona,4012,0,0,FALSE,TRUE,FALSE,FALSE,0.514613002538681,51.70000076293945,20005,32973,1,22.899999618530273,0.3070000112056732,0.08699999749660492
Arizona,4013,1,0,FALSE,TRUE,FALSE,FALSE,0.5154028634230295,34.099998474121094,3958263,56511,4.300000190734863,29,0.17499999701976776,0.2590000033378601
Arizona,4015,0,0,FALSE,TRUE,FALSE,FALSE,0.5065210362275442,43,195601,38641,1,12.899999618530273,0.22499999403953552,0.0989999994635582
Arizona,4017,0,0,FALSE,TRUE,FALSE,FALSE,0.48817093173662823,31.200000762939453,112348,39416,1.100000023841858,8.800000190734863,0.2879999876022339,0.12300000339746475
Arizona,4019,1,0,FALSE,TRUE,FALSE,FALSE,0.47509363293647766,37.20000076293945,1009832,46653,3.4000000953674316,31.899999618530273,0.16599999368190765,0.2669999897480011
Arizona,4021,0,0,FALSE,TRUE,FALSE,FALSE,0.4943695366382599,32.5,329060,50208,3.5,29.899999618530273,0.27300000190734863,0.11900000274181366
Arizona,4023,0,0,FALSE,TRUE,FALSE,FALSE,0.4766434927781423,34.79999923706055,43133,38490,0.6000000238418579,80.5,0.3930000066757202,0.15199999511241913
Arizona,4025,0,0,FALSE,TRUE,FALSE,FALSE,0.5250835716724396,44.5,214930,42311,0.699999988079071,11.600000381469727,0.15299999713897705,0.210999995470047
Arizona,4027,0,0,FALSE,TRUE,FALSE,FALSE,0.5175755023956299,35.20000076293945,193299,39063,2.700000047683716,55.099998474121094,0.34200000762939453,0.11800000071525574
Arkansas,5001,0,0,FALSE,TRUE,FALSE,FALSE,0.4835769335428874,41.20000076293945,19146,37295,24.5,1.100000023841858,0.2759999930858612,0.12200000137090683
Arkansas,5003,0,0,FALSE,TRUE,FALSE,FALSE,0.45119667053222656,39.70000076293945,22186,36079,27.799999237060547,3.9000000953674316,0.2750000059604645,0.10100000351667404
Arkansas,5005,0,0,FALSE,TRUE,FALSE,FALSE,0.50254174073537194,47.29999923706055,41946,34666,0.30000001192092896,1,0.22499999403953552,0.12800000607967377
Arkansas,5007,0,0,FALSE,TRUE,FALSE,FALSE,0.5492658714453379,34.099998474121094,219494,51397,1.100000023841858,12.800000190734863,0.19599999487400055,0.2029999941587448
Arkansas,5009,0,0,FALSE,TRUE,FALSE,FALSE,0.5311886568864187,40.20000076293945,36863,35729,0.30000001192092896,1.5,0.23199999332427979,0.12700000405311584
Arkansas,5011,0,0,FALSE,FALSE,TRUE,FALSE,0.4477514723936717,39.599998474121094,11899,30621,28.200000762939453,10.199999809265137,0.33399999141693115,0.11900000274181366
Arkansas,5013,0,0,FALSE,TRUE,FALSE,FALSE,0.4719765285650889,43.900001525878906,5324,34908,23.200000762939453,2.0999999046325684,0.31299999356269836,0.0729999989271164
Arkansas,5015,0,0,FALSE,TRUE,FALSE,FALSE,0.5238399108250936,41.099998474121094,27486,33594,0.30000001192092896,13.5,0.28200000524520874,0.1379999965429306
Arkansas,5017,0,0,FALSE,FALSE,TRUE,FALSE,0.4337320725123088,40.20000076293945,12045,24809,53.900001525878906,4,0.3580000102519989,0.11699999868869781
Arkansas,5019,0,0,FALSE,TRUE,FALSE,FALSE,0.4535523056983948,32.900001525878906,23883,34327,22.299999237060547,3.9000000953674316,0.24699999392032623,0.1979999989271164
Arkansas,5021,0,0,FALSE,FALSE,TRUE,FALSE,0.4157731731732686,43.599998474121094,15774,31910,0.30000001192092896,1,0.39399999380111694,0.07400000095367432
Arkansas,5023,0,0,FALSE,TRUE,FALSE,FALSE,0.4776848554611206,44.099998474121094,25334,36707,0.5,1.7000000476837158,0.25200000405311584,0.13899999856948853
Arkansas,5025,0,0,FALSE,TRUE,FALSE,FALSE,0.4560738404591878,39.599998474121094,8597,39567,13.5,1.7999999523162842,0.26899999380111694,0.10000000149011612
Arkansas,5027,0,0,FALSE,TRUE,FALSE,FALSE,0.49779971440633136,38,24104,35162,36.599998474121094,1.600000023841858,0.2590000033378601,0.1679999977350235
Arkansas,5029,0,0,FALSE,TRUE,FALSE,FALSE,0.4595656991004944,39.5,20677,36026,12.5,2.4000000953674316,0.2680000066757202,0.11500000208616257
Arkansas,5031,0,0,FALSE,TRUE,FALSE,FALSE,0.46149466435114544,33.900001525878906,93419,39989,9.699999809265137,3.0999999046325684,0.22699999809265137,0.20900000631809235
Arkansas,5033,0,0,FALSE,TRUE,FALSE,FALSE,0.5108356177806854,36.70000076293945,59577,42112,1.100000023841858,4.599999904632568,0.2849999964237213,0.09700000286102295
Arkansas,5035,0,0,FALSE,TRUE,FALSE,FALSE,0.4880481958389282,34.099998474121094,52561,35112,49.400001525878906,1.899999976158142,0.30799999833106995,0.12800000607967377
Arkansas,5037,0,0,FALSE,TRUE,FALSE,FALSE,0.4673214058081309,38.79999923706055,18718,34489,23.399999618530273,1.2000000476837158,0.31700000166893005,0.0989999994635582
Arkansas,5039,0,0,FALSE,TRUE,FALSE,FALSE,0.4733734925587972,41.400001525878906,8107,31608,40.70000076293945,2.5999999046325684,0.3319999873638153,0.09600000083446503
Arkansas,5041,0,0,FALSE,FALSE,TRUE,FALSE,0.4277616043885549,39.599998474121094,13478,27555,46.79999923706055,3.799999952316284,0.3499999940395355,0.11100000143051147
Arkansas,5043,0,0,FALSE,TRUE,FALSE,FALSE,0.4611080388228099,35.400001525878906,18652,34919,27.5,2.5999999046325684,0.26899999380111694,0.17299999296665192
Arkansas,5045,0,0,FALSE,TRUE,FALSE,FALSE,0.5031327406565348,31.5,107289,43553,9.300000190734863,2.5,0.16699999570846558,0.25200000405311584
Arkansas,5047,0,0,FALSE,TRUE,FALSE,FALSE,0.4679872989654541,38.900001525878906,18069,38192,0.699999988079071,2,0.289000004529953,0.10999999940395355
Arkansas,5049,0,0,FALSE,TRUE,FALSE,FALSE,0.4667086700598399,44.400001525878906,11750,30364,0.30000001192092896,0.699999988079071,0.27799999713897705,0.10499999672174454
Arkansas,5051,0,0,FALSE,TRUE,FALSE,FALSE,0.4805076817671458,42.5,97700,38020,7.900000095367432,3.4000000953674316,0.21699999272823334,0.18000000715255737
Arkansas,5053,0,0,FALSE,TRUE,FALSE,FALSE,0.4670529713233312,38.099998474121094,17744,45165,3.0999999046325684,1.7000000476837158,0.2280000001192093,0.10999999940395355
Arkansas,5055,0,0,FALSE,FALSE,TRUE,FALSE,0.4416935344537099,37,40618,37017,0.30000001192092896,1.600000023841858,0.27900001406669617,0.10899999737739563
Arkansas,5057,0,0,FALSE,FALSE,TRUE,FALSE,0.4404103259245555,37.20000076293945,22969,34221,29.100000381469727,12.199999809265137,0.30799999833106995,0.10999999940395355
Arkansas,5059,0,0,FALSE,FALSE,TRUE,FALSE,0.4401116967201233,38.900001525878906,31906,37619,10.199999809265137,1.7000000476837158,0.2669999897480011,0.1120000034570694
Arkansas,5061,0,0,FALSE,TRUE,FALSE,FALSE,0.4800129036108653,37.400001525878906,14305,33219,20.700000762939453,8.800000190734863,0.2930000126361847,0.11599999666213989
Arkansas,5063,0,0,FALSE,TRUE,FALSE,FALSE,0.4690257708231608,39.70000076293945,34508,36019,2.0999999046325684,2.5999999046325684,0.24500000476837158,0.13699999451637268
Arkansas,5065,0,0,FALSE,FALSE,TRUE,FALSE,0.4411666691303253,43,13094,30941,1.5,1.2000000476837158,0.2669999897480011,0.11699999868869781
Arkansas,5067,0,0,FALSE,FALSE,TRUE,FALSE,0.39942402640978497,38.79999923706055,16811,30490,19.399999618530273,1.399999976158142,0.3400000035762787,0.10300000011920929
Arkansas,5069,0,0,FALSE,FALSE,TRUE,FALSE,0.42865943908691406,37.099998474121094,79117,38018,51.900001525878906,1.2000000476837158,0.25200000405311584,0.15700000524520874
Arkansas,5071,0,0,FALSE,TRUE,FALSE,FALSE,0.4749958614508311,36.29999923706055,24876,34307,1.7999999523162842,9.300000190734863,0.3240000009536743,0.13099999725818634
Arkansas,5073,0,0,FALSE,TRUE,FALSE,FALSE,0.45028217633565265,43.099998474121094,7669,28265,36.099998474121094,1.600000023841858,0.34700000286102295,0.0949999988079071
Arkansas,5075,0,0,FALSE,FALSE,TRUE,FALSE,0.4185973306496938,40,16978,31160,0.699999988079071,0.8999999761581421,0.367000013589859,0.08500000089406967
Arkansas,5077,0,0,FALSE,FALSE,TRUE,FALSE,0.4328383306662242,37.099998474121094,10660,25178,57.20000076293945,2.5999999046325684,0.43799999356269836,0.0729999989271164
Arkansas,5079,0,0,FALSE,FALSE,TRUE,FALSE,0.4301503598690033,36.70000076293945,13593,34820,32.900001525878906,1.7999999523162842,0.3499999940395355,0.07599999755620956
Arkansas,5081,0,0,FALSE,FALSE,TRUE,FALSE,0.4214464028676351,41.5,12865,34996,21.200000762939453,2,0.26600000262260437,0.0989999994635582
Arkansas,5083,0,0,FALSE,TRUE,FALSE,FALSE,0.48164506753285724,39.70000076293945,22578,37034,1.2999999523162842,1.600000023841858,0.3019999861717224,0.09399999678134918
Arkansas,5085,0,0,FALSE,TRUE,FALSE,FALSE,0.5004578431447347,35.099998474121094,65233,49241,6.5,2.299999952316284,0.2240000069141388,0.1459999978542328
Arkansas,5087,0,0,FALSE,TRUE,FALSE,FALSE,0.518641342719396,39.29999923706055,15831,33221,0.20000000298023224,4,0.32199999690055847,0.10100000351667404
Arkansas,5089,0,0,FALSE,TRUE,FALSE,FALSE,0.5039179623126984,46.400001525878906,16802,32648,0.30000001192092896,1,0.23999999463558197,0.10400000214576721
Arkansas,5091,0,0,FALSE,TRUE,FALSE,FALSE,0.47723284363746643,37.5,43326,38192,23.399999618530273,1.899999976158142,0.25699999928474426,0.125
Arkansas,5093,0,0,FALSE,FALSE,TRUE,FALSE,0.44508413473765057,36.099998474121094,46760,34211,34.099998474121094,2.700000047683716,0.3529999852180481,0.11299999803304672
Arkansas,5095,0,0,FALSE,FALSE,TRUE,FALSE,0.4360450009504954,44.5,8355,27044,39.29999923706055,1.7000000476837158,0.3619999885559082,0.08399999886751175
Arkansas,5097,0,0,FALSE,TRUE,FALSE,FALSE,0.492975652217865,43.5,9097,34343,0.6000000238418579,3.700000047683716,0.3019999861717224,0.08799999952316284
Arkansas,5099,0,0,FALSE,TRUE,FALSE,FALSE,0.4647909800211589,40.400001525878906,9149,31432,32.70000076293945,2.200000047683716,0.3089999854564667,0.10700000077486038
Arkansas,5101,0,0,FALSE,TRUE,FALSE,FALSE,0.5303293367226919,43.400001525878906,8294,29273,0.20000000298023224,1.2000000476837158,0.2980000078678131,0.11800000071525574
Arkansas,5103,0,0,FALSE,TRUE,FALSE,FALSE,0.46657922863960266,42.400001525878906,25718,34370,40.20000076293945,1.100000023841858,0.26499998569488525,0.12700000405311584
Arkansas,5105,0,0,FALSE,TRUE,FALSE,FALSE,0.4675128360589345,40,10297,37595,2,1.2999999523162842,0.2619999945163727,0.11100000143051147
Arkansas,5107,0,0,FALSE,FALSE,TRUE,FALSE,0.44424376885096234,36.099998474121094,21458,26436,61.400001525878906,1.5,0.3779999911785126,0.12399999797344208
Arkansas,5109,0,0,FALSE,TRUE,FALSE,FALSE,0.48442918062210083,42,10704,37545,3.9000000953674316,5,0.31200000643730164,0.10100000351667404
Arkansas,5111,0,0,FALSE,FALSE,TRUE,FALSE,0.4083850681781769,37.79999923706055,24716,31511,7.400000095367432,1.7999999523162842,0.3799999952316284,0.06300000101327896
Arkansas,5113,0,0,FALSE,TRUE,FALSE,FALSE,0.5238983929157257,40.900001525878906,20117,30994,0.30000001192092896,3.799999952316284,0.27399998903274536,0.10899999737739563
Arkansas,5115,0,0,FALSE,TRUE,FALSE,FALSE,0.5131330688794454,35.400001525878906,59772,40728,3,3.799999952316284,0.22599999606609344,0.1899999976158142
Arkansas,5117,0,0,FALSE,TRUE,FALSE,FALSE,0.4686685303846995,43.099998474121094,8657,34703,14.5,0.8999999761581421,0.3179999887943268,0.09000000357627869
Arkansas,5119,1,0,FALSE,TRUE,FALSE,FALSE,0.478527436653773,37.29999923706055,378145,45215,34,3.200000047683716,0.15600000321865082,0.2809999883174896
Arkansas,5121,0,0,FALSE,FALSE,TRUE,FALSE,0.4420834283034007,40.900001525878906,18066,30508,1.2000000476837158,1.2999999523162842,0.30799999833106995,0.10599999874830246
Arkansas,5123,0,0,FALSE,TRUE,FALSE,FALSE,0.460202028354009,36.20000076293945,26260,28442,50.5,5.199999809265137,0.3490000069141388,0.09600000083446503
Arkansas,5125,0,0,FALSE,TRUE,FALSE,FALSE,0.4987872739632924,37.79999923706055,97213,50133,3.200000047683716,2,0.1770000010728836,0.164000004529953
Arkansas,5127,0,0,FALSE,TRUE,FALSE,FALSE,0.49889729420344037,39.099998474121094,11228,33458,0.5,7,0.34599998593330383,0.08399999886751175
Arkansas,5129,0,0,FALSE,TRUE,FALSE,FALSE,0.5149263242880503,44.400001525878906,8031,25547,0.20000000298023224,1.100000023841858,0.3199999928474426,0.08399999886751175
Arkansas,5131,0,0,FALSE,TRUE,FALSE,FALSE,0.5082557698090872,37.099998474121094,122436,39573,6.300000190734863,9.800000190734863,0.23399999737739563,0.16599999368190765
Arkansas,5133,0,0,FALSE,FALSE,TRUE,FALSE,0.44213612874348956,34.099998474121094,16677,32062,4.400000095367432,26.600000381469727,0.3540000021457672,0.09200000017881393
Arkansas,5135,0,0,FALSE,TRUE,FALSE,FALSE,0.47045066952705383,44.70000076293945,17687,31801,0.8999999761581421,1.399999976158142,0.2709999978542328,0.10300000011920929
Arkansas,5137,0,0,FALSE,TRUE,FALSE,FALSE,0.4751874307791392,45.20000076293945,12028,28724,0.30000001192092896,1.2000000476837158,0.3199999928474426,0.09799999743700027
Arkansas,5139,0,0,FALSE,TRUE,FALSE,FALSE,0.5039662917455038,40.599998474121094,43005,38616,33,1.7000000476837158,0.2549999952316284,0.14900000393390656
Arkansas,5141,0,0,FALSE,TRUE,FALSE,FALSE,0.45546627044677734,44.70000076293945,16493,35155,0.5,1.399999976158142,0.2840000092983246,0.11500000208616257
Arkansas,5143,0,0,FALSE,TRUE,FALSE,FALSE,0.5124063988526663,31.799999237060547,197210,42691,2.700000047683716,12.399999618530273,0.20499999821186066,0.24500000476837158
Arkansas,5145,0,0,FALSE,TRUE,FALSE,FALSE,0.49831066528956097,35.79999923706055,74970,39283,4,2.5999999046325684,0.2709999978542328,0.1550000011920929
Arkansas,5147,0,0,FALSE,FALSE,TRUE,FALSE,0.39708301424980164,42.900001525878906,7472,26185,28.700000762939453,0.8999999761581421,0.39399999380111694,0.07999999821186066
Arkansas,5149,0,0,FALSE,TRUE,FALSE,FALSE,0.4622807800769806,37.099998474121094,22188,36459,1.5,17.200000762939453,0.35899999737739563,0.10899999737739563
California,6001,1,0,FALSE,FALSE,TRUE,FALSE,0.4209942917029063,37.29999923706055,1470326,70217,13.800000190734863,20.799999237060547,0.17599999904632568,0.3490000069141388
