year,state_FIPS,county_FIPS,state,county,dvoteswing_inc,dpct_grants,dpc_income,inc_ad_diff,inc_campaign_diff,dhousevote_inc,iraq_cas2004,iraq_cas2008,dpct_popl,comp_state,state_abb
1996,1,15,Alabama,Calhoun County,2.12999725341797,-16.6736260056496,0.0507431030273438,0.423000007867813,0,-15.1799240112305,0,0,0.00759904645383358,0,AL
2000,1,15,Alabama,Calhoun County,-5.07999801635742,15.4057487845421,-5.60760498046875e-4,0,0,-41.897216796875,0,0,-0.0457817688584328,0,AL
2004,1,15,Alabama,Calhoun County,7.84000396728516,-10.114461183548,1.03762245178223,0,0,10.1602020263672,1,0,0.00245190504938364,0,AL
2008,1,15,Alabama,Calhoun County,0.0346755981445312,-24.0002676844597,-0.146930694580078,0.0020000000949949,0,-6.62193298339844,0,4,0.0161895807832479,0,AL
1988,1,17,Alabama,Chambers County,-0.0900001525878906,-5.89200034737587,0.330167770385742,-0.939999997615814,0,-19.4330139160156,0,0,-0.0432011857628822,0,AL
1992,1,17,Alabama,Chambers County,-11.2199974060059,22.2180858254433,0.657506942749023,2.70000004768372,1,11.9723205566406,0,0,-0.00909455679357052,0,AL
1996,1,17,Alabama,Chambers County,2.85000228881836,-11.2179033458233,0.203409194946289,0.423000007867813,0,-15.1799240112305,0,0,-0.0037251990288496,0,AL
2000,1,17,Alabama,Chambers County,-5.76000213623047,20.4295739531517,-0.251646041870117,0,0,-41.897216796875,0,0,-0.00850787106901407,0,AL
2004,1,17,Alabama,Chambers County,6.95999908447266,20.8952754735947,0.596277236938477,0,0,10.1602020263672,1,0,-0.0329571217298508,0,AL
2008,1,17,Alabama,Chambers County,-4.46464920043945,0.870754010975361,-1.13595390319824,0.0020000000949949,0,-6.62193298339844,0,1,-0.0258286949247122,0,AL
1988,1,19,Alabama,Cherokee County,-4.11999893188477,-25.3186821937561,1.26822471618652,-0.939999997615814,0,-22.5043601989746,0,0,0.0278055723756552,0,AL
1992,1,19,Alabama,Cherokee County,-8.04999923706055,36.8376046419144,0.348381042480469,2.70000004768372,1,29.7694797515869,0,0,0.0340216234326363,0,AL
1996,1,19,Alabama,Cherokee County,-1.52999877929688,-1.21892876923084,0.429008483886719,0.423000007867813,0,-50.8641471862793,0,0,0.109310738742352,0,AL
2000,1,19,Alabama,Cherokee County,-13.3600006103516,5.59754632413387,-0.0450630187988281,0,0,-5.40667724609375,0,0,0.0744181871414185,0,AL
2004,1,19,Alabama,Cherokee County,11.7900009155273,4.95194047689438,0.672950744628906,0,0,10.1602020263672,0,0,0.00989481527358294,0,AL
2008,1,19,Alabama,Cherokee County,9.93210601806641,-26.7777621746063,-0.00181961059570312,0.0020000000949949,0,-6.62193298339844,0,0,0.00502243638038635,0,AL
1988,1,21,Alabama,Chilton County,1.88999938964844,-1.05100087821484,0.279056549072266,-0.939999997615814,0,-8.45583343505859,0,0,0.0395752899348736,0,AL
1992,1,21,Alabama,Chilton County,-7.47999954223633,34.1281324625015,0.452754974365234,2.70000004768372,1,-9.46267127990723,0,0,0.0369235537946224,0,AL
1996,1,21,Alabama,Chilton County,2.52000045776367,-54.2545020580292,-0.0668258666992188,0.423000007867813,0,-15.1799240112305,0,0,0.0884696915745735,0,AL
2000,1,21,Alabama,Chilton County,-8.04000091552734,-12.781885266304,-0.328115463256836,0,0,-41.897216796875,0,0,0.0908766835927963,0,AL
2004,1,21,Alabama,Chilton County,9.56999969482422,-52.4128675460815,0.7059326171875,0,0,0,0,0,0.034916166216135,0,AL
2008,1,21,Alabama,Chilton County,1.92045593261719,8.46117362380028,-0.59991455078125,0.0020000000949949,0,0,0,1,0.037065826356411,0,AL
1988,1,23,Alabama,Choctaw County,-3.02999877929688,-55.1563858985901,0.165304183959961,-0.939999997615814,0,-8.45583343505859,0,0,-0.00848477520048618,0,AL
1992,1,23,Alabama,Choctaw County,-7.19000244140625,8.60439464449883,0.425228118896484,2.70000004768372,1,-9.46267127990723,0,0,-0.0164471697062254,0,AL
1996,1,23,Alabama,Choctaw County,4.61000061035156,-7.6659083366394,-0.578304290771484,0.423000007867813,0,-4.55748748779297,0,0,0.00160434411372989,0,AL
2000,1,23,Alabama,Choctaw County,-10.1000022888184,43.8211739063263,-0.547853469848633,0,0,-23.7342910766602,0,0,-0.0235337596386671,0,AL
2004,1,23,Alabama,Choctaw County,4.86000061035156,-2.4515014141798,0.158374786376953,0,0,24.9640998840332,0,0,-0.0603154562413692,0,AL
2008,1,23,Alabama,Choctaw County,-0.392574310302734,51.3289511203766,-0.519292831420898,0.0020000000949949,0,0,0,0,-0.0544514581561089,0,AL
1988,1,25,Alabama,Clarke County,-1.01000213623047,-18.008753657341,0.656055450439453,-0.939999997615814,0,-40.2762908935547,0,0,-0.0132431164383888,0,AL
1992,1,25,Alabama,Clarke County,-5.26999664306641,7.02043548226357,0.288167953491211,2.70000004768372,1,-37.9267501831055,0,0,0.00920391641557217,0,AL
1996,1,25,Alabama,Clarke County,2.48000335693359,19.2388162016869,0.88209342956543,0.423000007867813,0,1.75881576538086,0,0,-6.90356828272343e-4,0,AL
2000,1,25,Alabama,Clarke County,-6.38000106811523,-38.0890995264053,0.296941757202148,0,0,0,0,0,0.0119986906647682,0,AL
2004,1,25,Alabama,Clarke County,3.11999893188477,-10.5365790426731,0.837200164794922,0,0,1.60394287109375,0,0,-0.0319405011832714,0,AL
2008,1,25,Alabama,Clarke County,-3.46745300292969,29.5790016651154,-0.0281639099121094,0.0020000000949949,0,31.8440170288086,0,0,-0.0252375304698944,0,AL
1988,1,27,Alabama,Clay County,-1.62999725341797,4.8801127821207,0.609230041503906,-0.939999997615814,0,-19.4330139160156,0,0,-0.029340747743845,0,AL
1992,1,27,Alabama,Clay County,-10.6100006103516,-21.9341933727264,0.685287475585938,2.70000004768372,1,11.9723205566406,0,0,0.0119855273514986,0,AL
1996,1,27,Alabama,Clay County,4.09000015258789,-1.51248062029481,-0.242349624633789,0.423000007867813,0,-15.1799240112305,0,0,0.0230167601257563,0,AL
2000,1,27,Alabama,Clay County,-10.6399993896484,-1.37741407379508,-0.874181747436523,0,0,-41.897216796875,0,0,0.0385903604328632,0,AL
2004,1,27,Alabama,Clay County,6.43000030517578,15.5511930584908,1.17626571655273,0,0,10.1602020263672,0,0,-0.0227846335619688,0,AL
2008,1,27,Alabama,Clay County,3.22517395019531,9.01460871100426,-0.988105773925781,0.0020000000949949,0,-6.62193298339844,0,0,-0.00946983322501183,0,AL
1988,1,29,Alabama,Cleburne County,-3.52000427246094,59.2388927936554,0.788858413696289,-0.939999997615814,0,-19.4330139160156,0,0,0.00910530518740416,0,AL
1992,1,29,Alabama,Cleburne County,-15.8699951171875,101.873993873596,-0.840290069580078,2.70000004768372,1,11.9723205566406,0,0,0.00823852512985468,0,AL
1996,1,29,Alabama,Cleburne County,-1.20999908447266,53.4984648227692,-0.870777130126953,0.423000007867813,0,-15.1799240112305,0,0,0.0314396880567074,0,AL
2000,1,29,Alabama,Cleburne County,-12.4099998474121,-13.9738231897354,-1.06977462768555,0,0,-41.897216796875,0,0,0.0680549293756485,0,AL
2004,1,29,Alabama,Cleburne County,9.15000152587891,10.296918451786,1.91065788269043,0,0,10.1602020263672,0,0,0.00762927392497659,0,AL
2008,1,29,Alabama,Cleburne County,5.84545135498047,-31.9254755973816,-0.356515884399414,0.0020000000949949,0,-6.62193298339844,0,0,0.0330902971327305,0,AL
1988,1,31,Alabama,Coffee County,-3.43000030517578,-6.69666230678558,0.696958541870117,-0.939999997615814,0,33.3013229370117,0,0,0.0113814268261194,0,AL
1992,1,31,Alabama,Coffee County,-10.5100021362305,38.2953643798828,0.407566070556641,2.70000004768372,1,-0.485710144042969,0,0,0.0189193841069937,0,AL
1996,1,31,Alabama,Coffee County,-3.36999893188477,-7.55073428153992,0.322916030883789,0.423000007867813,0,9.5014591217041,0,0,0.0400057882070541,0,AL
2000,1,31,Alabama,Coffee County,-5.40000152587891,33.4772020578384,-0.462287902832031,0,0,-0.704433441162109,0,0,0.00955295842140913,0,AL
2004,1,31,Alabama,Coffee County,8.84000396728516,11.3475114107132,1.12864303588867,0,0,1.54860687255859,2,0,0.0269177760928869,0,AL
2008,1,31,Alabama,Coffee County,0.230827331542969,22.0231845974922,-0.454189300537109,0.0020000000949949,0,-19.8507080078125,0,3,0.0684603676199913,0,AL
1988,1,33,Alabama,Colbert County,-3.61000061035156,-4.42855842411518,1.22035598754883,-0.939999997615814,0,13.8337459564209,0,0,-0.0281724687665701,0,AL
1992,1,33,Alabama,Colbert County,-2.97999954223633,27.026954293251,0.360376358032227,2.70000004768372,1,-0.108180999755859,0,0,0.0257271565496922,0,AL
1996,1,33,Alabama,Colbert County,-5.0099983215332,-3.69984023272991,0.478818893432617,0.423000007867813,0,6.38454437255859,0,0,0.025290098041296,0,AL
2000,1,33,Alabama,Colbert County,-5.11999893188477,31.4488440752029,0.131256103515625,0,0,30.2738494873047,0,0,0.0158964600414038,0,AL
2004,1,33,Alabama,Colbert County,5.5,-17.486946284771,-0.0342922210693359,0,0,1.73215484619141,0,0,-0.0108498111367226,0,AL
2008,1,33,Alabama,Colbert County,4.8580322265625,-12.9368662834167,-0.00637245178222656,0.0020000000949949,0,48.4655685424805,0,0,0.00365627347491682,0,AL
1988,1,35,Alabama,Conecuh County,-4.52000045776367,3.24198305606842,0.319070816040039,-0.939999997615814,0,33.3013229370117,0,0,-0.0460369884967804,0,AL
1992,1,35,Alabama,Conecuh County,-8.02000045776367,22.6482331752777,0.737272262573242,2.70000004768372,1,-0.485710144042969,0,0,-0.0145399151369929,0,AL
1996,1,35,Alabama,Conecuh County,1.95000076293945,9.5431812107563,0.00171470642089844,0.423000007867813,0,9.5014591217041,0,0,0.0158083327114582,0,AL
2000,1,35,Alabama,Conecuh County,-7.34000015258789,49.3124514818192,-0.0251045227050781,0,0,-0.704433441162109,0,0,-0.028911329805851,0,AL
2004,1,35,Alabama,Conecuh County,5.38000106811523,-7.95046910643578,0.770751953125,0,0,1.54860687255859,0,0,-0.0571225062012672,0,AL
2008,1,35,Alabama,Conecuh County,-4.2462043762207,75.1156628131866,0.476091384887695,0.0020000000949949,0,-19.8507080078125,0,0,-0.0151080219075084,0,AL
1988,1,37,Alabama,Coosa County,-2.81999969482422,13.4727418422699,0.646587371826172,-0.939999997615814,0,-19.4330139160156,0,0,-0.0146823273971677,0,AL
1992,1,37,Alabama,Coosa County,-10.5400009155273,-0.901353918015957,0.943582534790039,2.70000004768372,1,11.9723205566406,0,0,0.00939221493899822,0,AL
1996,1,37,Alabama,Coosa County,1.05999755859375,21.4215844869614,0.921676635742188,0.423000007867813,0,-15.1799240112305,0,0,0.0605708137154579,0,AL
2000,1,37,Alabama,Coosa County,-8.30999755859375,30.9704452753067,0.438859939575195,0,0,-41.897216796875,0,0,-9.27956833038479e-4,0,AL
2004,1,37,Alabama,Coosa County,5.47000122070312,12.1123105287552,0.96685791015625,0,0,10.1602020263672,0,0,-0.0580089502036572,0,AL
2008,1,37,Alabama,Coosa County,0.280200958251953,2.83118728548288,-0.108221054077148,0.0020000000949949,0,-6.62193298339844,0,0,-0.0387235581874847,0,AL
1988,1,39,Alabama,Covington County,-4.40000152587891,10.1884953677654,-0.0190486907958984,-0.939999997615814,0,33.3013229370117,0,0,-0.0106239188462496,0,AL
1992,1,39,Alabama,Covington County,-10.1399993896484,18.1827992200851,0.511655807495117,2.70000004768372,1,-0.485710144042969,0,0,0.00959042552858591,0,AL
1996,1,39,Alabama,Covington County,0.700000762939453,-19.8595091700554,0.0436115264892578,0.423000007867813,0,9.5014591217041,0,0,0.0201082546263933,0,AL
2000,1,39,Alabama,Covington County,-9.81999969482422,12.066912651062,0.0560455322265625,0,0,-0.704433441162109,0,0,-0.00538561539724469,0,AL
2004,1,39,Alabama,Covington County,9.58999633789062,29.4666528701782,0.631799697875977,0,0,1.54860687255859,0,0,-0.0311549752950668,0,AL
2008,1,39,Alabama,Covington County,2.87499237060547,-10.1499892771244,0.133918762207031,0.0020000000949949,0,-19.8507080078125,0,0,0.0089202132076025,0,AL
1988,1,41,Alabama,Crenshaw County,-4.36999893188477,31.8573504686356,1.68240356445312,-0.939999997615814,0,33.3013229370117,0,0,-0.00474956817924976,0,AL
1992,1,41,Alabama,Crenshaw County,-9.45999908447266,34.3961119651794,0.995695114135742,2.70000004768372,1,-0.485710144042969,0,0,-0.0230657998472452,0,AL
1996,1,41,Alabama,Crenshaw County,2.1400032043457,74.1890370845795,0.430364608764648,0.423000007867813,0,9.5014591217041,0,0,0.00481089483946562,0,AL
2000,1,41,Alabama,Crenshaw County,-11.9200019836426,7.25231766700745,-0.157812118530273,0,0,-0.704433441162109,0,0,0.0088391276076436,0,AL
2004,1,41,Alabama,Crenshaw County,9.89999771118164,-0.590102514252067,2.04763793945312,0,0,1.54860687255859,0,0,-0.00686331791803241,0,AL
2008,1,41,Alabama,Crenshaw County,0.0218353271484375,95.3177988529205,-0.497812271118164,0.0020000000949949,0,-19.8507080078125,0,0,0.00617556227371097,0,AL
1988,1,43,Alabama,Cullman County,-2.15999984741211,-38.9009237289429,0.724733352661133,-0.939999997615814,0,-22.5043601989746,0,0,0.0345861166715622,0,AL
1992,1,43,Alabama,Cullman County,-4.79999923706055,24.094170331955,0.632513046264648,2.70000004768372,1,29.7694797515869,0,0,0.0494018048048019,0,AL
1996,1,43,Alabama,Cullman County,-2.03000259399414,2.12039649486542,-0.0787220001220703,0.423000007867813,0,-50.8641471862793,0,0,0.0630829110741615,0,AL
2000,1,43,Alabama,Cullman County,-6.2599983215332,17.3395812511444,-0.782804489135742,0,0,-5.40667724609375,0,0,0.0438924618065357,0,AL
2004,1,43,Alabama,Cullman County,10.6699981689453,3.03288549184799,0.970325469970703,0,0,-25.1687622070312,0,0,0.0145784998312593,0,AL
2008,1,43,Alabama,Cullman County,6.20291137695312,-11.5396246314049,-0.731599807739258,0.0020000000949949,0,4.59698486328125,0,2,0.0356621071696281,0,AL
1988,1,45,Alabama,Dale County,-3.52999877929688,2.16403622180223,-0.610469818115234,-0.939999997615814,0,33.3013229370117,0,0,0.0468158982694149,0,AL
1992,1,45,Alabama,Dale County,-11.2800025939941,20.8567425608635,0.46476936340332,2.70000004768372,1,-0.485710144042969,0,0,-0.0160525999963284,0,AL
1996,1,45,Alabama,Dale County,-2.22000122070312,-14.3184766173363,-0.101394653320312,0.423000007867813,0,9.5014591217041,0,0,-0.00595990614965558,0,AL
2000,1,45,Alabama,Dale County,-4.69000053405762,29.8704922199249,-0.375303268432617,0,0,-0.704433441162109,0,0,-0.009447674266994,0,AL
2004,1,45,Alabama,Dale County,6.8800048828125,-0.614387029781938,1.04744911193848,0,0,1.54860687255859,1,0,-0.00768321519717574,0,AL
2008,1,45,Alabama,Dale County,-2.71040344238281,-14.3970876932144,-0.0714645385742188,0.0020000000949949,0,-19.8507080078125,0,4,-0.00597646366804838,0,AL
1988,1,47,Alabama,Dallas County,-2.53999710083008,14.8629173636436,0.460039138793945,-0.939999997615814,0,-8.45583343505859,0,0,-0.0686655044555664,0,AL
1992,1,47,Alabama,Dallas County,-4.04999923706055,14.943590760231,0.435216903686523,2.70000004768372,1,-9.46267127990723,0,0,-0.034810446202755,0,AL
1996,1,47,Alabama,Dallas County,1.46000289916992,-9.30389985442162,-0.266164779663086,0.423000007867813,0,-4.55748748779297,0,0,-0.012369628995657,0,AL
2000,1,47,Alabama,Dallas County,-1.54000091552734,13.0312219262123,0.575405120849609,0,0,-23.7342910766602,0,0,-0.0246266927570105,0,AL
2004,1,47,Alabama,Dallas County,-0.529998779296875,-11.5081042051315,1.21468162536621,0,0,24.9640998840332,0,0,-0.0488079525530338,0,AL
2008,1,47,Alabama,Dallas County,-6.90071105957031,70.0118005275726,0.0668621063232422,0.0020000000949949,0,0,0,0,-0.0295945554971695,0,AL
1988,1,49,Alabama,DeKalb County,-1.63000106811523,6.95647075772285,0.807680130004883,-0.939999997615814,0,-22.5043601989746,0,0,2.95486446702853e-4,0,AL
1992,1,49,Alabama,DeKalb County,-4.95999908447266,-0.962199363857508,0.825090408325195,2.70000004768372,1,29.7694797515869,0,0,0.0501993931829929,0,AL
1996,1,49,Alabama,DeKalb County,-3.95999908447266,-2.77975630015135,0.436801910400391,0.423000007867813,0,-50.8641471862793,0,0,0.0610903091728687,0,AL
2000,1,49,Alabama,DeKalb County,-4.48999786376953,-11.8481047451496,0.185348510742188,0,0,-5.40667724609375,0,0,0.0709102377295494,0,AL
2004,1,49,Alabama,DeKalb County,5.93999481201172,14.7759109735489,1.05102729797363,0,0,-25.1687622070312,0,0,0.0299514215439558,0,AL
2008,1,49,Alabama,DeKalb County,5.59745025634766,31.8825870752335,-0.625925064086914,0.0020000000949949,0,4.59698486328125,0,0,0.034848440438509,0,AL
1988,1,51,Alabama,Elmore County,-2.90000152587891,11.0727839171886,0.339309692382812,-0.939999997615814,0,-19.4330139160156,0,0,0.0696263015270233,0,AL
1992,1,51,Alabama,Elmore County,-6.08000183105469,13.6562451720238,0.574014663696289,2.70000004768372,1,11.9723205566406,0,0,0.0914267897605896,0,AL
1996,1,51,Alabama,Elmore County,-1.86000061035156,-17.2716617584229,0.560205459594727,0.423000007867813,0,9.5014591217041,0,0,0.122919604182243,0,AL
2000,1,51,Alabama,Elmore County,-5.15000152587891,65.2711451053619,0.373073577880859,0,0,-0.704433441162109,0,0,0.123132489621639,0,AL
2004,1,51,Alabama,Elmore County,5.70999908447266,4.28872816264629,0.101707458496094,0,0,1.54860687255859,0,0,0.0761890411376953,0,AL
2008,1,51,Alabama,Elmore County,-1.66413879394531,-29.4324487447739,-0.0596485137939453,0.0020000000949949,0,-19.8507080078125,0,0,0.0960912480950356,0,AL
1988,1,53,Alabama,Escambia County,-6.42000198364258,19.8723912239075,-0.471225738525391,-0.939999997615814,0,-40.2762908935547,0,0,-0.0314450301229954,0,AL
1992,1,53,Alabama,Escambia County,-7.54999923706055,1.26474769786,2.6702880859375e-5,2.70000004768372,1,-37.9267501831055,0,0,1.37684153742157e-4,0,AL
1996,1,53,Alabama,Escambia County,2.47000122070312,-3.01900878548622,0.305221557617188,0.423000007867813,0,1.75881576538086,0,0,0.0313876643776894,0,AL
2000,1,53,Alabama,Escambia County,-7.81000137329102,32.0458501577377,0.669837951660156,0,0,0,0,0,0.0251468233764172,0,AL
2004,1,53,Alabama,Escambia County,8.39999771118164,-13.3066445589066,0.883241653442383,0,0,1.60394287109375,0,0,-0.0133847193792462,0,AL
2008,1,53,Alabama,Escambia County,-4.65589904785156,-23.2381701469421,0.398332595825195,0.0020000000949949,0,31.8440170288086,0,1,-0.00939611531794071,0,AL
1988,1,55,Alabama,Etowah County,-0.130001068115234,6.18015266954899,0.5880126953125,-0.939999997615814,0,-22.5043601989746,0,0,-0.0154339391738176,0,AL
1992,1,55,Alabama,Etowah County,-4.15000152587891,27.1606951951981,0.839321136474609,2.70000004768372,1,29.7694797515869,0,0,0.00220395531505346,0,AL
1996,1,55,Alabama,Etowah County,-2.42000198364258,-6.63763284683228,0.202175140380859,0.423000007867813,0,-50.8641471862793,0,0,0.0209311544895172,0,AL
2000,1,55,Alabama,Etowah County,-6.38000106811523,13.944636285305,0.370725631713867,0,0,-5.40667724609375,0,0,0.00242570089176297,0,AL
2004,1,55,Alabama,Etowah County,9.04999923706055,6.67524933815002,0.527162551879883,0,0,-25.1687622070312,1,0,-0.00634963670745492,0,AL
2008,1,55,Alabama,Etowah County,5.60285186767578,1.23655134811997,-0.200511932373047,0.0020000000949949,0,4.59698486328125,0,1,0.00757863558828831,0,AL
1988,1,57,Alabama,Fayette County,-7.10000228881836,-29.8044174909592,0.507139205932617,-0.939999997615814,0,-22.5043601989746,0,0,-0.0508324205875397,0,AL
1992,1,57,Alabama,Fayette County,-9.18000030517578,49.14371073246,0.967916488647461,2.70000004768372,1,29.7694797515869,0,0,2.74921650998294e-4,0,AL
1996,1,57,Alabama,Fayette County,-0.0699996948242188,-0.832782406359911,-0.0128173828125,0.423000007867813,0,-50.8641471862793,0,0,0.0075307828374207,0,AL
2000,1,57,Alabama,Fayette County,-11.3800010681152,8.78912284970284,-0.176773071289062,0,0,-5.40667724609375,0,0,0.00692891050130129,0,AL
2004,1,57,Alabama,Fayette County,9.75,8.59769508242607,0.00648689270019531,0,0,-25.1687622070312,0,0,-0.0248157773166895,0,AL
2008,1,57,Alabama,Fayette County,5.03702545166016,4.91930209100246,-0.460975646972656,0.0020000000949949,0,4.59698486328125,0,0,-0.0233914870768785,0,AL
1988,1,59,Alabama,Franklin County,-2.63000106811523,5.91385550796986,0.165693283081055,-0.939999997615814,0,-22.5043601989746,0,0,-0.0150713538751006,0,AL
