year,state,state_abb,county,fips,D_win_margin
2016,Wisconsin,WI,Jefferson,55055,-15.874009178139339
2016,Wisconsin,WI,Juneau,55057,-25.99727241732014
2016,Wisconsin,WI,Kenosha,55059,-0.32954486480876
2016,Wisconsin,WI,Kewaunee,55061,-27.821156348763708
2016,Wisconsin,WI,La Crosse,55063,9.555647312920854
2016,Wisconsin,WI,Lafayette,55065,-8.992430174889066
2016,Wisconsin,WI,Langlade,55067,-31.34622976707461
2016,Wisconsin,WI,Lincoln,55069,-20.60383516931865
2016,Wisconsin,WI,Manitowoc,55071,-21.53125464730084
2016,Wisconsin,WI,Marathon,55073,-18.0335179457671
2016,Wisconsin,WI,Marinette,55075,-33.68253018058466
2016,Wisconsin,WI,Marquette,55077,-24.135309768149
2016,Wisconsin,WI,Menominee,55078,57.38858483189993
2016,Wisconsin,WI,Milwaukee,55079,37.01354012633817
2016,Wisconsin,WI,Monroe,55081,-21.881037112353837
2016,Wisconsin,WI,Oconto,55083,-36.88557413154469
2016,Wisconsin,WI,Oneida,55085,-18.688585665719742
2016,Wisconsin,WI,Outagamie,55087,-12.567648186815525
2016,Wisconsin,WI,Ozaukee,55089,-18.82141481576582
2016,Wisconsin,WI,Pepin,55091,-23.027547472586257
2016,Wisconsin,WI,Pierce,55093,-13.57308037189108
2016,Wisconsin,WI,Polk,55095,-27.451756121148186
2016,Wisconsin,WI,Portage,55097,3.1561720698254305
2016,Wisconsin,WI,Price,55099,-24.98350270555629
2016,Wisconsin,WI,Racine,55101,-4.354477175910681
2016,Wisconsin,WI,Richland,55103,-5.5369335816263145
2016,Wisconsin,WI,Rock,55105,10.326287006362726
2016,Wisconsin,WI,Rusk,55107,-33.76605051502751
2016,Wisconsin,WI,Sauk,55111,-0.31611213998338883
2016,Wisconsin,WI,Sawyer,55113,-18.429996710886968
2016,Wisconsin,WI,Shawano,55115,-33.85145055946535
2016,Wisconsin,WI,Sheboygan,55117,-15.9282541279021
2016,Wisconsin,WI,St. Croix,55109,-18.384272122589884
2016,Wisconsin,WI,Taylor,55119,-44.190215099114305
2016,Wisconsin,WI,Trempealeau,55121,-12.636197440585015
2016,Wisconsin,WI,Vernon,55123,-4.531063111236186
2016,Wisconsin,WI,Vilas,55125,-24.970614163972968
2016,Wisconsin,WI,Walworth,55127,-19.7665809367937
2016,Wisconsin,WI,Washburn,55129,-23.174464363795366
2016,Wisconsin,WI,Washington,55131,-39.580528954014596
2016,Wisconsin,WI,Waukesha,55133,-26.489487203085652
2016,Wisconsin,WI,Waupaca,55135,-29.776360282815865
2016,Wisconsin,WI,Waushara,55137,-32.31102591882656
2016,Wisconsin,WI,Winnebago,55139,-7.337280822546589
2016,Wisconsin,WI,Wood,55141,-19.235449735449734
