year,party,candidate,state,city,latitude,longitude,full_address
2012,democrat,Obama,CO,Firestone,40.160599,-104.942,"8110 Weld County Rd 13, Unit S2, Firestone, CO"
2012,democrat,Obama,CO,Trinidad,37.188099,-104.498,"2124 Freedom Rd, Trinidad, CO"
2012,democrat,Obama,CO,Pagosa Springs,37.2663,-107.014,"527 San Juan St, Suite A, Pagosa Springs, CO"
2012,democrat,Obama,CO,Montrose,38.482899,-107.872,"823 E. Main St., Montrose, CO"
2012,democrat,Obama,CO,Gunnison,38.5522,-106.927,"722 N. Main St, Gunnison, CO"
2012,democrat,Obama,CO,Cortez,37.348598,-108.585,"2 W. Main St., Unit 4, Cortez, CO"
2012,democrat,Obama,CO,Carbondale,39.402302,-107.22,"946 Hwy 133, Carbondale, CO"
2012,democrat,Obama,CO,Denver,39.676701,-104.913,"2200-O S. Monaco Pkwy, Denver, CO"
2012,democrat,Obama,CO,Louisville,39.986801,-105.131,"1110 South Boulder Rd, Louisville, CO"
2012,democrat,Obama,CO,Boulder,40.0079,-105.276,"1159 13th St., Boulder, CO"
2012,democrat,Obama,CO,Alamosa,37.468201,-105.878,"1435 Main Street, Suite B, Alamosa, CO"
2012,democrat,Obama,CO,Fairplay,39.223801,-106.002,"526 Front St., Fairplay, CO"
2012,democrat,Obama,CO,Denver,39.770302,-105.044,"3867 Tennyson St., Denver, CO"
2012,democrat,Obama,CO,Greeley,40.384499,-104.787,"3050 67th Ave, Unit 101, Greeley, CO"
2012,democrat,Obama,CO,Telluride,37.937199,-107.811,"129 W Colorado Ave, Telluride, CO"
2012,democrat,Obama,CO,Fort Collins,40.574402,-105.098,"1205B W. Elizabeth St., Fort Collins, CO"
2012,democrat,Obama,CO,Parker,39.519501,-104.766,"10841 S. Crossroads Dr., Unit 15, Parker, CO"
2012,democrat,Obama,CO,Denver,39.698399,-104.904,"7150 Leetsdale Dr., Unit 316, Denver, CO"
2012,democrat,Obama,CO,Denver,39.644798,-104.903,"3980 Quebec St. Unit 160, Denver, CO"
2012,democrat,Obama,CO,Castle Rock,39.367901,-104.861,"116 S. Wilcox Street, Castle Rock, CO"
2012,democrat,Obama,CO,Denver,39.672199,-104.959,"2442 S. University Blvd, Denver, CO"
2012,democrat,Obama,CO,Westminster,39.842499,-105.024,"8020 Federal Blvd, Unit #5, Westminster, CO"
2012,democrat,Obama,CO,Arvada,39.812698,-105.136,"12324-B W. 64th Ave, Arvada, CO"
2012,democrat,Obama,CT,East Hartford,41.734001,-72.626099,"144 Main Street, Unit E, East Hartford, CT"
2012,democrat,Obama,CT,Bridgeport,41.178001,-73.193497,"360 Fairfield Avenue, 2nd Floor, Bridgeport, CT"
2012,democrat,Obama,DC,Washington,38.883999,-77.0084,"430 South Capitol Street, SE, Washington, DC"
2012,democrat,Obama,DE,New Castle,39.694901,-75.5979,"19 E. Commons Blvd., 2nd Floor, New Castle, DE"
2012,democrat,Obama,FL,Tampa,27.966801,-82.444199,"1702 N. 14th St.  (La Avenida Republica de Cuba), Tampa, FL"
2012,democrat,Obama,FL,Miami Beach,25.813999,-80.133598,"801 Arthur Godfrey Rd, 3rd Floor, Miami Beach, FL"
2012,democrat,Obama,FL,Orlando,28.553101,-81.361,"1516 Colonial Dr Suite 203, Orlando, FL"
2012,democrat,Obama,FL,Miami Gardens,25.939699,-80.280502,"4797 NW 183rd St, Miami Gardens, FL"
2012,democrat,Obama,FL,Lauderhill,26.165899,-80.227097,"3300 Inverrary Blvd Suite 300, Lauderhill, FL"
2012,democrat,Obama,FL,Boca Raton,26.403099,-80.076103,"6020 N Federal Highway Suite 2, Boca Raton, FL"
2012,democrat,Obama,FL,St. Petersburg,27.7712,-82.647903,"951 Central Ave, Suite A, St. Petersburg, FL"
2012,democrat,Obama,FL,Tallahassee,30.4478,-84.280701,"541 N Monroe St, Tallahassee, FL"
2012,democrat,Obama,FL,Jacksonville,30.3319,-81.660599,"608 N. Julia Street, Jacksonville, FL"
2012,democrat,Obama,FL,Daytona Beach,29.2026,-81.0429,"1020 W. International Speedway Blvd, Suite 201, 2nd floor, Daytona Beach, FL"
2012,democrat,Obama,FL,Sarasota,27.3391,-82.5326,"305 Gillespie Avenue, Sarasota, FL"
2012,democrat,Obama,FL,Pembroke Pines,26.027399,-80.312599,"2104 N. Flamingo Road, Pembroke Pines, FL"
2012,democrat,Obama,FL,Melbourne,28.0793,-80.605797,"907 E Strawbridge Avenue, 1st Floor, Melbourne, FL"
2012,democrat,Obama,FL,Fort Myers,26.6443,-81.8647,"1716 Fowler Street, Fort Myers, FL"
2012,democrat,Obama,FL,Riviera Beach,26.790701,-80.054298,"3520 Broadway, Riviera Beach, FL"
2012,democrat,Obama,FL,Gainesville,29.6502,-82.3218,"315 SE 2nd Avenue, Gainesville, FL"
2012,democrat,Obama,FL,Pinecrest,25.6654,-80.323997,"11315 S. Dixie Highway, Pinecrest, FL"
2012,democrat,Obama,FL,Palm Beach Gardens,26.881599,-80.106102,"4550 Donald Ross Road Suite 110, Palm Beach Gardens, FL"
2012,democrat,Obama,FL,Pensacola,30.4382,-87.240601,"2415 N Pace Blvd, Pensacola, FL"
2012,democrat,Obama,FL,Pompano Beach,26.2418,-80.101196,"950 N. Federal Highway Suite #201, Pompano Beach, FL"
2012,democrat,Obama,FL,Naples,26.1749,-81.713898,"5286 Golden Gate Parkway, 2, Naples, FL"
2012,democrat,Obama,FL,Wilton Manors,26.159201,-80.137703,"612 NE 26th Street, Wilton Manors, FL"
2012,democrat,Obama,FL,Panama City,30.1681,-85.659897,"1106 Harrison Ave #B, Panama City, FL"
2012,democrat,Obama,FL,Riverview,27.8936,-82.315598,"11215 Bloomingdale Ave, Riverview, FL"
2012,democrat,Obama,FL,Florida City,25.4604,-80.477898,"1380 North Krome Ave #101, Florida City, FL"
2012,democrat,Obama,FL,Sanford,28.811701,-81.282898,"1426 W. 1st Street, Sanford, FL"
2012,democrat,Obama,FL,Kissimmee,28.3011,-81.400803,"1004 Royal Street, Kissimmee, FL"
2012,democrat,Obama,FL,Quincy,30.5881,-84.576401,"17 E Jefferson St, Quincy, FL"
2012,democrat,Obama,FL,Wesley Chapel,28.240299,-82.3321,"29141 Chapel Park Dr, Wesley Chapel, FL"
2012,democrat,Obama,FL,Santa Rosa Beach,29.749001,-85.242302,"2890 Hwy 98 West, Unit 4-5, Santa Rosa Beach, FL"
2012,democrat,Obama,FL,Ocala,29.1877,-82.136902,"21 N. Magnolia Ave, Ocala, FL"
2012,democrat,Obama,FL,Largo,27.916599,-82.790298,"225 West Bay Dr, E4, Largo, FL"
2012,democrat,Obama,FL,Port St. Lucie,27.2717,-80.317703,"1060 SE Port St. Lucie Boulevard, Port St. Lucie, FL"
2012,democrat,Obama,FL,Lake City,30.1908,-82.637199,"200 N Marion Ave, Lake City, FL"
2012,democrat,Obama,FL,West Palm Beach,26.686399,-80.0541,"3008 S. Dixie Hwy, West Palm Beach, FL"
2012,democrat,Obama,FL,Cocoa,28.3829,-80.741997,"1521 N. Cocoa Blvd, Cocoa, FL"
2012,democrat,Obama,FL,Orange City,28.937099,-81.298599,"157 N. Industrial Dr, Orange City, FL"
2012,democrat,Obama,FL,Palm Coast,29.5536,-81.232201,"4882 Palm Coast Parkway, Palm Coast, FL"
2012,democrat,Obama,FL,Fort Lauderdale,26.128901,-80.180397,"1033 Sistrunk Boulevard, Suite 103, Fort Lauderdale, FL"
2012,democrat,Obama,FL,Clearwater,27.967899,-82.762001,"1820 Drew St, Clearwater, FL"
2012,democrat,Obama,FL,Orlando,28.583799,-81.206497,"3151 N Alafaya Trl, Suite 102, Orlando, FL"
2012,democrat,Obama,FL,Tampa,28.0257,-82.492996,"3105 W. Waters AVe, Suite 315, Tampa, FL"
2012,democrat,Obama,FL,Miami,25.771799,-80.230003,"2141 SW 1st St, Suite 204-205, Miami, FL"
2012,democrat,Obama,FL,Immokalee,26.420601,-81.417702,"201 N 1st St, Immokalee, FL"
2012,democrat,Obama,FL,Bradenton,27.491199,-82.575302,"918 West 14th St, Bradenton, FL"
2012,democrat,Obama,FL,New Port Richey,28.237499,-82.720596,"5647 Pine St, New Port Richey, FL"
2012,democrat,Obama,FL,Gainesville,29.678101,-82.3881,"2727 NW 43rd St, #4B, Gainesville, FL"
2012,democrat,Obama,FL,Spring Hill,28.5028,-82.5243,"5170 Mariner Blvd, Spring Hill, FL"
2012,democrat,Obama,FL,Hollywood,26.012501,-80.147102,"2001 Tyler St, Unit #8, Hollywood, FL"
2012,democrat,Obama,FL,Jacksonville,30.281,-81.522301,"11655 Central Parkway, 305, Jacksonville, FL"
2012,democrat,Obama,FL,Cape Coral,26.594,-81.942101,"3108 Del Prado Blvd South, #6, Cape Coral, FL"
2012,democrat,Obama,FL,Fort Pierce,27.444799,-80.3256,"300 South US Hwy 1, Fort Pierce, FL"
2012,democrat,Obama,FL,Orlando,28.4209,-81.403503,"9521 South Orange Blossom Trail, #104, Orlando, FL"
2012,democrat,Obama,FL,Sun City Center,27.711201,-82.351501,"129 South Pebble Beach Blvd, 100, Sun City Center, FL"
2012,democrat,Obama,FL,Jacksonville,30.4335,-81.676498,"1680 Dunn Ave, Suite 38, Jacksonville, FL"
2012,democrat,Obama,FL,Tallahassee,30.436701,-84.293503,"704 W Madison St, Tallahassee, FL"
2012,democrat,Obama,FL,Boynton Beach,26.495701,-80.089401,"3200 S. Congress, Suite 100, Boynton Beach, FL"
2012,democrat,Obama,FL,St. Augustine,29.8943,-81.313202,"Depot Plaza 3149 Ponce De Leon Blvd, Suite 1, St. Augustine, FL"
2012,democrat,Obama,FL,Lakeland,28.013201,-81.916496,"2254 E Edgewood Dr, Lakeland, FL"
2012,democrat,Obama,FL,Summerfield,28.997999,-81.999001,"15437 Highway 441, Unit C, Summerfield, FL"
2012,democrat,Obama,FL,Pinellas Park,27.839199,-82.727097,"6537 Park Blvd, Pinellas Park, FL"
2012,democrat,Obama,FL,Pine Hills,28.577101,-81.474503,"6900 Silver Star Rd, #118, Pine Hills, FL"
2012,democrat,Obama,FL,Palm City,27.1625,-80.309097,"4125 SW Martin Hwy, Suite 15, Palm City, FL"
2012,democrat,Obama,FL,Miami,25.727699,-80.246002,"3250 Grand Ave - First Floor, Miami, FL"
2012,democrat,Obama,FL,Titusville,28.612,-80.807503,"319 South Washington Ave, 1st Floor, Titusville, FL"
2012,democrat,Obama,FL,Casselberry,28.6542,-81.331596,"470 State Road 436, Casselberry, FL"
2012,democrat,Obama,FL,Fort Myers,26.5215,-81.900101,"8750 Gladiolus Dr, #12, Fort Myers, FL"
2012,democrat,Obama,FL,Wellington,26.674601,-80.248001,"12785 W. Forest Hill Boulevard, 8C, Wellington, FL"
2012,democrat,Obama,FL,Hialeah,25.866699,-80.294899,"419 W 49th St, Suite #104, Hialeah, FL"
2012,democrat,Obama,FL,Kissimmee,28.212999,-81.441002,"2970 Pleasant Hill Rd, Kissimmee, FL"
2012,democrat,Obama,FL,Apopka,28.692699,-81.552803,"2591 West Orange Blossom Trail, Apopka, FL"
2012,democrat,Obama,FL,Temple Terrace,28.054501,-82.395897,"5246 East Fowler, Suite 4, Temple Terrace, FL"
2012,democrat,Obama,FL,Port Charlotte,27.0175,-82.153503,"1032 Tamiami Trail, Unit #4, Port Charlotte, FL"
2012,democrat,Obama,FL,Coral Springs,26.2722,-80.229698,"7665 W Sample Rd, Suite #7665, Coral Springs, FL"
2012,democrat,Obama,FL,Miami,25.7941,-80.189201,"275 NE 18th St  STE 104, Miami, FL"
2012,democrat,Obama,FL,Belle Glade,26.68,-80.669899,"606 S. Main St, Belle Glade, FL"
2012,democrat,Obama,FL,Winter Park,28.598301,-81.360901,"200 N Denning Dr, Suite #5, Winter Park, FL"
2012,democrat,Obama,FL,Miami,25.699499,-80.382301,"7356 SW 117 Ave, Miami, FL"
2012,democrat,Obama,FL,Venice,27.097,-82.443901,"251 S Tamiami Tr, Venice, FL"
2012,democrat,Obama,FL,Vero Beach,27.641199,-80.399498,"2205 14th Ave, Suite 208, Vero Beach, FL"
2012,democrat,Obama,FL,DeLand,29.0317,-81.3041,"113 West Wisconsin Ave, DeLand, FL"
2012,democrat,Obama,FL,Miramar,25.993601,-80.279404,"6750 Pembroke Rd., Miramar, FL"
2012,democrat,Obama,FL,St. Petersburg,27.7493,-82.679298,"2108 34th St S, St. Petersburg, FL"
2012,democrat,Obama,FL,Lehigh Acres,26.6117,-81.642403,"411 Lee Blvd, Lehigh Acres, FL"
2012,democrat,Obama,FL,Tampa,27.932699,-82.507202,"3825 Henderson Blvd, Suite #405, Tampa, FL"
2012,democrat,Obama,FL,Key Largo,25.093599,-80.441803,"Cedar Towers, 99353 Overseas Hwy #2, Key Largo, FL"
2012,democrat,Obama,FL,North Miami,25.890301,-80.184898,"666 NE 125th St, Suite 232, North Miami, FL"
2012,democrat,Obama,FL,Lake Worth,26.615601,-80.054802,"609B Lake Ave, Lake Worth, FL"
2012,democrat,Obama,FL,Jacksonville,30.333599,-81.594002,"6317 Arlington Road, Jacksonville, FL"
2012,democrat,Obama,FL,Merritt,28.402901,-80.706802,"120 Venetian Way, Suite 19, Merritt, FL"
2012,democrat,Obama,FL,Naples,26.188801,-81.801598,"801 Anchor Rode Dr, #203, Naples, FL"
2012,democrat,Obama,FL,Miami,25.8333,-80.183197,"647 NW 62nd St, Bay #5, Miami, FL"
2012,democrat,Obama,FL,Tamarac,26.188101,-80.202904,"5467 N State Rd 7, Tamarac, FL"
2012,democrat,Obama,FL,Safety Harbor,28.013201,-82.696503,"701 Enterprise Rd, Suite 504, Safety Harbor, FL"
2012,democrat,Obama,FL,Eustis,28.8535,-81.685402,"12 E Magnolia Ave, Eustis, FL"
2012,democrat,Obama,FL,Lake Park,26.7988,-80.071404,"921 Park Ave, Lake Park, FL"
2012,democrat,Obama,FL,Pensacola,30.460501,-87.289703,"2829 W. Michigan Ave, Pensacola, FL"
2012,democrat,Obama,FL,South Miami,25.706499,-80.291298,"6001 SW 70th ST, Unit C102, South Miami, FL"
2012,democrat,Obama,FL,Oakland,28.5553,-81.628197,"2 West Oakland Ave., Oakland, FL"
2012,democrat,Obama,FL,Jacksonville,30.2484,-81.7463,"6357 103rd St, Jacksonville, FL"
2012,democrat,Obama,FL,Sebring,32.8507,-84.845703,"215 US 27 South, Unit 6, Sebring, FL"
2012,democrat,Obama,FL,Tampa,27.979799,-82.4851,"4228 N. Armenia Ave, Tampa, FL"
2012,democrat,Obama,FL,North Miami Beach,25.9147,-80.187599,"15158 NE 6th Ave, North Miami Beach, FL"
2012,democrat,Obama,FL,Plant City,28.0144,-82.123199,"103 E Martin Luther King Blvd, Plant City, FL"
2012,democrat,Obama,GA,Atlanta,33.755402,-84.381798,"171 Auburn Ave, Atlanta, GA"
2012,democrat,Obama,GA,Savannah,32.003399,-81.1092,"102 Oglethorpe Professional Court, suite 5, Savannah, GA"
2012,democrat,Obama,GA,Valdosta,30.8575,-83.289597,"103 Wayne Ave, Suite A, Valdosta, GA"
2012,democrat,Obama,GA,Carrolton,33.583,-85.078598,"302F North Park Street, Carrolton, GA"
2012,democrat,Obama,HI,Honolulu,21.2946,-157.856,"1050 Ala Moana Blvd, Suite 2150, Honolulu, HI"
2012,democrat,Obama,IA,Sioux City,42.470699,-96.354301,"4106 Morningside Ave, Sioux City, IA"
2012,democrat,Obama,IA,Cedar Rapids,41.976398,-91.624199,"2857 Mt Vernon Rd SE, Cedar Rapids, IA"
2012,democrat,Obama,IA,Iowa City,41.6633,-91.530899,"321 Market St, Suite 106, Iowa City, IA"
2012,democrat,Obama,IA,Council Bluffs,41.241001,-95.819199,"1851 Madison Ave, Suite 200, Council Bluffs, IA"
2012,democrat,Obama,IA,Waterloo,42.500198,-92.334702,"512 Mulberry Street, Waterloo, IA"
2012,democrat,Obama,IA,Des Moines,41.585602,-93.658096,"2932 Ingersoll Ave, Des Moines, IA"
2012,democrat,Obama,IA,Dubuque,42.505501,-90.7229,"3250 Kennedy Circle, Suite 6, Dubuque, IA"
2012,democrat,Obama,IA,Davenport,41.537399,-90.574799,"1706 Brady Street, Suite 205, Davenport, IA"
2012,democrat,Obama,IA,Mason City,43.154301,-93.200699,"219 North Federal, Mason City, IA"
2012,democrat,Obama,IA,Ames,42.0252,-93.621597,"413 Northwestern Ave #103, Ames, IA"
2012,democrat,Obama,IA,Clinton,41.824299,-90.2108,"224 22nd Place, Clinton, IA"
2012,democrat,Obama,IA,Fort Dodge,42.505699,-94.184196,"1014 Central Avenue, Fort Dodge, IA"
2012,democrat,Obama,IA,Marshalltown,42.049198,-92.9123,"26 E Main St, Marshalltown, IA"
2012,democrat,Obama,IA,Muscatine,41.4324,-91.040802,"1012 E 9th St, Muscatine, IA"
2012,democrat,Obama,IA,Ottumwa,41.0173,-92.410103,"224 E 2nd St, Ottumwa, IA"
2012,democrat,Obama,IA,Burlington,40.817101,-91.112602,"900 Osborn St, Burlington, IA"
2012,democrat,Obama,IA,Sioux City,42.505001,-96.404701,"520 14th Street, Sioux City, IA"
2012,democrat,Obama,IA,Cresco,43.373901,-92.116302,"218 N Elm, Cresco, IA"
2012,democrat,Obama,IA,Marion,42.031601,-91.611099,"119 Marion Blvd, Marion, IA"
2012,democrat,Obama,IA,Grinnell,41.744701,-92.725304,"806 5th Ave., #1, Grinnell, IA"
2012,democrat,Obama,IA,Denison,42.0173,-95.355301,"46 N. Main St, Denison, IA"
2012,democrat,Obama,IA,Boone,42.063801,-93.880798,"818 8th St, Boone, IA"
2012,democrat,Obama,IA,Oskaloosa,41.2953,-92.643799,"201 High Ave East, Oskaloosa, IA"
2012,democrat,Obama,IA,Clarinda,40.7383,-95.037598,"119 East Main St, Clarinda, IA"
2012,democrat,Obama,IA,Winterset,41.3344,-94.013,"108 East Court, Winterset, IA"
2012,democrat,Obama,IA,West Liberty,41.57,-91.264,"111 W. 3rd St, West Liberty, IA"
2012,democrat,Obama,IA,Iowa Falls,42.519299,-93.265297,"623 Washington Ave, Iowa Falls, IA"
2012,democrat,Obama,IA,Spencer,43.1427,-95.1446,"301 W Grand Ave, Spencer, IA"
2012,democrat,Obama,IA,Washington,41.2994,-91.693298,"225 West Main St, Washington, IA"
2012,democrat,Obama,IA,Cedar Rapids,41.963799,-91.727898,"4358 16th Ave SW, Cedar Rapids, IA"
2012,democrat,Obama,IA,Perry,41.840199,-94.105202,"1218 Second Street, Perry, IA"
2012,democrat,Obama,IA,Des Moines,41.630798,-93.697197,"3839 Merle Hay Road, Suite 250, Des Moines, IA"
2012,democrat,Obama,IA,Independence,42.4687,-91.891197,"322 1st St, E, Independence, IA"
2012,democrat,Obama,IA,Coralville,41.7094,-91.610901,"2781 Oakdale Blvd #1, Coralville, IA"
2012,democrat,Obama,IA,Ankeny,41.729099,-93.608002,"315 SW Maple Street , Unit E, Ankeny, IA"
2012,democrat,Obama,IA,Algona,43.082802,-94.214104,"1914 Highway 18 East, Algona, IA"
2012,democrat,Obama,IA,Fort Madison,40.629902,-91.312202,"827 Avenue H, Fort Madison, IA"
2012,democrat,Obama,IA,Mount Pleasant,40.966801,-91.5532,"124 N. Main Street, Mount Pleasant, IA"
2012,democrat,Obama,IA,Newton,41.699902,-93.053703,"108 1st Street N, Newton, IA"
2012,democrat,Obama,IA,Maquoketa,42.069,-90.665497,"107 S. Main St, Maquoketa, IA"
2012,democrat,Obama,IA,Indianola,41.358101,-93.569199,"701 W. Second Ave, Indianola, IA"
2012,democrat,Obama,IA,Waukee,41.617901,-93.865501,"225 NE Dartmoor Dr., Waukee, IA"
2012,democrat,Obama,IA,Columbus Junction,41.280102,-91.360703,"118 N. Walnut, Columbus Junction, IA"
2012,democrat,Obama,IA,Altoona,41.643501,-93.462502,"204 8th St. SE, Altoona, IA"
2012,democrat,Obama,IA,Elkader,42.8843,-91.409698,"114 Gunder Road, Elkader, IA"
2012,democrat,Obama,IA,Creston,41.058498,-94.3629,"212 W Montgomery, Creston, IA"
2012,democrat,Obama,IA,Fairfield,41.007599,-91.962799,"59 E Broadway, Fairfield, IA"
2012,democrat,Obama,IA,West Des Moines,41.593899,-93.749199,"3330 Westown Parkway Suite 15, West Des Moines, IA"
2012,democrat,Obama,IA,Oelwein,42.678299,-91.913399,"6 South Frederick, Oelwein, IA"
2012,democrat,Obama,IA,Charles City,43.068001,-92.6782,"220 North Main St, Charles City, IA"
2012,democrat,Obama,IA,Decorah,43.303902,-91.786201,"105 W Water St, Decorah, IA"
2012,democrat,Obama,IA,Carroll,42.069801,-94.8759,"813 US Highway 30 W, Carroll, IA"
2012,democrat,Obama,IA,Knoxville,41.318501,-93.097801,"112 S 2nd St, Knoxville, IA"
2012,democrat,Obama,IA,Vinton,42.162899,-92.029099,"905 D Ave, Vinton, IA"
2012,democrat,Obama,IA,Bettendorf,41.525501,-90.509201,"1630 State St, #3, Bettendorf, IA"
2012,democrat,Obama,IA,Cedar Falls,42.506401,-92.409203,"4302 University Ave, Cedar Falls, IA"
2012,democrat,Obama,IA,Centerville,40.734299,-92.875099,"314 N.12th ST, Centerville, IA"
2012,democrat,Obama,IA,Waverly,42.725899,-92.496201,"2020 W Bremer Ave, Waverly, IA"
2012,democrat,Obama,IA,Anamosa,42.1082,-91.286797000000007,"200 W Main St., Anamosa, IA"
2012,democrat,Obama,IA,Tipton,41.77,-91.128601,"112 W 5th Street, Tipton, IA"
